,X,Y,ID,AdditionSQFT,ApplicationNumber,BuildingFinalLastInspDate,BuildingFinalLastInspResult,BuildingPermitStatusDescription,BuildingPermitStatusReasonDescr,Certificatecode,Certificatedate,CompanyAddress,CompanyCity,CompanyName,CompanyZip,DaysInCity,DaysInCityNumeric,DeliveryAddress,FirstSubmissionDate,FolioNumber,IsPermitFinal,IsPrivateProvider,IssuedDate,Latitude,Longitude,Miami21Zone,NewAdditionCost,PermitNumber,PlanAcceptedDate,PlanCreatedDate,ProcessNumber,PropertyType,RemodelingCost,RemSQFT,RequiredCertificate,ScopeofWork,Statusdate,TotalCost,TotalDaysInPlanReview,TotalDaysInPlanReviewNumeric,TotalSQFT,WorkItems,ObjectId
11067,-80.19317266,25.80590239,11261,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 5 Minute(s) ,0.0,3101 NE 1 AV,2019/08/27 10:56:00+00,131250770040,YES,True,2019/08/28 09:32:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723011E001,2019-08-27 10:55:00+00:00,2019/08/27 10:39:00+00,BD16017723011,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/09/03 07:57:00+00,500.0,0 Day(s) 22 Hour(s) 37 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11068
11068,-80.19317266,25.80590239,11262,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,15 Day(s) 19 Hour(s) 12 Minute(s) ,15.0,3101 NE 1 AV,2019/08/28 16:59:00+00,131250770040,YES,True,2019/11/14 10:25:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723012E001,2019-08-28 16:59:00+00:00,2019/08/27 11:30:00+00,BD16017723012,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/30 08:59:00+00,500.0,77 Day(s) 17 Hour(s) 26 Minute(s) ,77.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|ROUGH WIRING OUTLETS,11069
11070,-80.19317266,25.80590239,11264,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,15 Day(s) 6 Hour(s) 4 Minute(s) ,15.0,3101 NE 1 AV,2019/08/28 17:06:00+00,131250770040,YES,True,2019/11/26 09:39:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723013E001,2019-08-28 17:06:00+00:00,2019/08/27 15:05:00+00,BD16017723013,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/19 10:13:00+00,200.0,89 Day(s) 16 Hour(s) 33 Minute(s) ,89.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM|MOTOR,11071
11079,-80.19317266,25.80590239,11273,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,3101 NE 1 AV,2019/09/24 11:56:00+00,131250770040,YES,True,2019/10/02 13:40:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723021E001,2019-09-24 11:54:00+00:00,2019/09/24 11:19:00+00,BD16017723021,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/11/12 12:36:00+00,200.0,8 Day(s) 1 Hour(s) 46 Minute(s) ,8.0,0.0,TEMPORARY FOR TESTING,11080
11080,-80.19317266,25.80590239,11274,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,3101 NE 1 AV,2019/09/24 11:57:00+00,131250770040,YES,True,2019/10/02 13:43:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723022E001,2019-09-24 11:54:00+00:00,2019/09/24 11:21:00+00,BD16017723022,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/11/12 12:36:00+00,200.0,8 Day(s) 1 Hour(s) 49 Minute(s) ,8.0,0.0,TEMPORARY FOR TESTING,11081
11081,-80.19317266,25.80590239,11275,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,3101 NE 1 AV,2019/09/24 11:57:00+00,131250770040,YES,True,2019/10/02 13:44:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723023E001,2019-09-24 11:55:00+00:00,2019/09/24 11:23:00+00,BD16017723023,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/22 11:28:00+00,200.0,8 Day(s) 1 Hour(s) 49 Minute(s) ,8.0,0.0,TEMPORARY FOR TESTING,11082
11082,-80.19317266,25.80590239,11276,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 3 Minute(s) ,0.0,3101 NE 1 AV,2019/09/24 11:58:00+00,131250770040,YES,True,2019/10/02 13:45:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723024E001,2019-09-24 11:55:00+00:00,2019/09/24 11:25:00+00,BD16017723024,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/22 11:27:00+00,200.0,8 Day(s) 1 Hour(s) 50 Minute(s) ,8.0,0.0,TEMPORARY FOR TESTING,11083
11084,-80.19317266,25.80590239,11278,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,16 Day(s) 19 Hour(s) 58 Minute(s) ,16.0,3101 NE 1 AV,2019/09/26 09:58:00+00,131250770040,YES,True,2019/12/13 11:46:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723025E001,2019-09-26 09:49:00+00:00,2019/09/25 14:57:00+00,BD16017723025,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/02/10 10:08:00+00,6000.0,78 Day(s) 1 Hour(s) 57 Minute(s) ,78.0,0.0,COMBINATION POOL AND SPA,11085
11094,-80.19317266,25.80590239,11288,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 13 Minute(s) ,0.0,3101 NE 1 AV,2019/11/13 14:25:00+00,131250770040,YES,True,2019/11/14 14:09:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723034E001,2019-11-13 14:25:00+00:00,2019/11/13 12:24:00+00,BD16017723034,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/11/20 14:10:00+00,1000.0,0 Day(s) 23 Hour(s) 44 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11095
11095,-80.19317266,25.80590239,11289,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 16 Minute(s) ,0.0,3101 NE 1 AV,2019/11/13 14:24:00+00,131250770040,YES,True,2019/11/14 14:12:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723035E001,2019-11-13 14:24:00+00:00,2019/11/13 14:01:00+00,BD16017723035,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/11/20 14:11:00+00,1000.0,0 Day(s) 23 Hour(s) 48 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11096
11096,-80.19317266,25.80590239,11290,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 19 Minute(s) ,0.0,3101 NE 1 AV,2019/11/13 14:23:00+00,131250770040,YES,True,2019/11/14 14:13:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723036E001,2019-11-13 14:23:00+00:00,2019/11/13 14:06:00+00,BD16017723036,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/11/25 14:58:00+00,1000.0,0 Day(s) 23 Hour(s) 50 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11097
11097,-80.19317266,25.80590239,11291,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 26 Minute(s) ,0.0,3101 NE 1 AV,2019/11/13 14:18:00+00,131250770040,YES,True,2019/11/14 14:15:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723037E001,2019-11-13 14:18:00+00:00,2019/11/13 14:08:00+00,BD16017723037,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/11/25 14:48:00+00,1000.0,0 Day(s) 23 Hour(s) 57 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11098
11099,-80.19317266,25.80590239,11293,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 13 Minute(s) ,0.0,3101 NE 1 AV,2019/11/19 14:18:00+00,131250770040,YES,True,2019/11/21 14:18:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723039E001,2019-11-19 14:18:00+00:00,2019/11/19 14:10:00+00,BD16017723039,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/01/21 09:19:00+00,1000.0,2 Day(s) 0 Hour(s) 0 Minute(s) ,1.0,0.0,EMPTY CONDUIT INSTALLATION,11100
11100,-80.19317266,25.80590239,11294,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,41 Day(s) 14 Hour(s) 57 Minute(s) ,41.0,3101 NE 1 AV,2019/11/21 14:45:00+00,131250770040,YES,True,2020/02/06 12:43:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723040E001,2019-11-21 14:44:00+00:00,2019/11/20 11:46:00+00,BD16017723040,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/05/26 16:16:00+00,45000.0,76 Day(s) 21 Hour(s) 59 Minute(s) ,76.0,0.0,ACCESS CONTROL,11101
11101,-80.19317266,25.80590239,11295,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,41 Day(s) 14 Hour(s) 57 Minute(s) ,41.0,3101 NE 1 AV,2019/11/21 14:45:00+00,131250770040,YES,True,2020/02/12 11:56:00+00,25.80590239,-80.19317266,T6-24A-O,0.0,BD16017723040F001,2019-11-21 14:44:00+00:00,2019/11/20 11:46:00+00,BD16017723040,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/05/22 08:19:00+00,45000.0,82 Day(s) 21 Hour(s) 12 Minute(s) ,82.0,0.0,EXISTING FIRE ALARM SYSTEM,11102
11102,-80.19317266,25.80590239,11296,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,11 Day(s) 0 Hour(s) 49 Minute(s) ,11.0,3101 NE 1 AV,2019/11/21 14:44:00+00,131250770040,YES,True,2019/12/03 17:29:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723041E001,2019-11-21 14:43:00+00:00,2019/11/20 11:49:00+00,BD16017723041,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/02/10 10:09:00+00,75000.0,12 Day(s) 2 Hour(s) 46 Minute(s) ,12.0,0.0,LOW VOLTAGE COMPUTER / TV CABLE / PHONE TERMINAL|LOW VOLTAGE DATA-COMM|LOW VOLTAGE SOUND / SPEAKER SYSTEM,11103
11105,-80.19317266,25.80590239,11299,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 1 Minute(s) ,0.0,3101 NE 1 AV,2019/11/21 11:14:00+00,131250770040,YES,True,2019/11/21 14:24:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723044E001,2019-11-21 11:13:00+00:00,2019/11/21 10:16:00+00,BD16017723044,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/12/10 15:36:00+00,1000.0,0 Day(s) 3 Hour(s) 11 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11106
11228,-80.19317266,25.80590239,11304,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,31 Day(s) 2 Hour(s) 35 Minute(s) ,31.0,3101 NE 1 AV,2019/12/03 07:48:00+00,131250770040,YES,True,2020/01/20 15:34:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723049E001,2019-12-02 16:26:00+00:00,2019/11/27 11:33:00+00,BD16017723049,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/02/14 09:53:00+00,35000.0,48 Day(s) 23 Hour(s) 8 Minute(s) ,48.0,0.0,LIGHT POLES,11229
11398,-80.19317266,25.80590239,11314,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,3101 NE 1 AV,2019/12/17 14:46:00+00,131250770040,YES,True,2019/12/18 10:08:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723060E001,2019-12-17 14:46:00+00:00,2019/12/16 15:13:00+00,BD16017723060,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/01/24 15:20:00+00,200.0,0 Day(s) 19 Hour(s) 22 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11399
11405,-80.19317266,25.80590239,11315,0.0,BD16017723,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,3101 NE 1 AV,2019/12/17 14:45:00+00,131250770040,YES,True,2019/12/18 10:05:00+00,25.80590239,-80.19317266,T6-24A-O,,BD16017723061E001,2019-12-17 14:44:00+00:00,2019/12/16 15:23:00+00,BD16017723061,Commercial,,0.0,CO,NEW CONSTRUCTION,2020/01/24 15:23:00+00,200.0,0 Day(s) 19 Hour(s) 21 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,11406
11727,-80.1869756131374,25.8003322622051,11160,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,16 Day(s) 20 Hour(s) 42 Minute(s) ,16.0,455 NE 24 ST,2018/08/02 11:15:00+00,132300260180,YES,True,2018/08/31 11:48:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560016E001,2018-08-02 11:14:00+00:00,2018/08/02 10:11:00+00,BD16017560016,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/23 11:10:00+00,16000.0,29 Day(s) 0 Hour(s) 34 Minute(s) ,29.0,0.0,LOW VOLTAGE TV &amp; RADIO DEVICES,11728
11753,-80.1869756131374,25.8003322622051,11164,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,23 Day(s) 0 Hour(s) 21 Minute(s) ,23.0,455 NE 24 ST,2018/09/19 14:53:00+00,132300260180,YES,True,2018/11/16 12:02:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560020E001,2018-09-19 14:53:00+00:00,2018/09/19 14:33:00+00,BD16017560020,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/08/05 17:17:00+00,5000.0,57 Day(s) 21 Hour(s) 9 Minute(s) ,57.0,0.0,SINGLE STATION (120 V) SMOKE DETECTOR (MULTI-FAMILY),11754
11761,-80.1869756131374,25.8003322622051,11165,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,23 Day(s) 0 Hour(s) 21 Minute(s) ,23.0,455 NE 24 ST,2018/09/19 14:53:00+00,132300260180,YES,True,2018/12/20 12:09:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,0.0,BD16017560020F001,2018-09-19 14:53:00+00:00,2018/09/19 14:33:00+00,BD16017560020,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/08/05 17:17:00+00,5000.0,91 Day(s) 21 Hour(s) 16 Minute(s) ,91.0,0.0,EXISTING FIRE ALARM SYSTEM,11762
11817,-80.1869756131374,25.8003322622051,11171,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,11 Day(s) 13 Hour(s) 21 Minute(s) ,11.0,455 NE 24 ST,2018/11/01 16:10:00+00,132300260180,YES,True,2019/01/18 11:46:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,0.0,BD16017560025E001,2018-11-01 15:54:00+00:00,2018/11/01 13:45:00+00,BD16017560025,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/05/14 09:39:00+00,500.0,77 Day(s) 19 Hour(s) 52 Minute(s) ,77.0,0.0,LOW VOLTAGE ENERGY MANAGEMENT SYSTEM,11818
11844,-80.1869756131374,25.8003322622051,11175,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 9 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:27:00+00,132300260180,YES,True,2018/11/27 12:33:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560030E001,2018-11-13 14:27:00+00:00,2018/11/13 09:04:00+00,BD16017560030,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:52:00+00,500.0,13 Day(s) 22 Hour(s) 6 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11845
11851,-80.1869756131374,25.8003322622051,11176,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 9 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:28:00+00,132300260180,YES,True,2018/11/27 12:53:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560031E001,2018-11-13 14:27:00+00:00,2018/11/13 09:07:00+00,BD16017560031,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:52:00+00,500.0,13 Day(s) 22 Hour(s) 26 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11852
11861,-80.1869756131374,25.8003322622051,11177,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 9 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:28:00+00,132300260180,YES,True,2018/11/27 12:55:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560032E001,2018-11-13 14:28:00+00:00,2018/11/13 09:09:00+00,BD16017560032,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/30 13:21:00+00,500.0,13 Day(s) 22 Hour(s) 27 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11862
11867,-80.1869756131374,25.8003322622051,11178,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 7 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:30:00+00,132300260180,YES,True,2018/11/27 13:04:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560035E001,2018-11-13 14:30:00+00:00,2018/11/13 09:25:00+00,BD16017560035,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:52:00+00,500.0,13 Day(s) 22 Hour(s) 34 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11868
11869,-80.1869756131374,25.8003322622051,11179,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 7 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:31:00+00,132300260180,YES,True,2018/11/27 13:11:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560036E001,2018-11-13 14:31:00+00:00,2018/11/13 09:33:00+00,BD16017560036,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:53:00+00,500.0,13 Day(s) 22 Hour(s) 40 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11870
11875,-80.1869756131374,25.8003322622051,11180,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 7 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:31:00+00,132300260180,YES,True,2018/11/27 12:59:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560037E001,2018-11-13 14:31:00+00:00,2018/11/13 09:40:00+00,BD16017560037,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:53:00+00,500.0,13 Day(s) 22 Hour(s) 28 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11876
11883,-80.1869756131374,25.8003322622051,11181,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 6 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:32:00+00,132300260180,YES,True,2018/11/27 13:02:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560038E001,2018-11-13 14:32:00+00:00,2018/11/13 09:41:00+00,BD16017560038,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 09:40:00+00,500.0,13 Day(s) 22 Hour(s) 30 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11884
11889,-80.1869756131374,25.8003322622051,11182,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 5 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:33:00+00,132300260180,YES,True,2018/11/27 13:12:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560039E001,2018-11-13 14:33:00+00:00,2018/11/13 09:43:00+00,BD16017560039,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/28 11:08:00+00,500.0,13 Day(s) 22 Hour(s) 39 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11890
11896,-80.1869756131374,25.8003322622051,11183,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 6 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:33:00+00,132300260180,YES,True,2018/11/27 13:13:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560040E001,2018-11-13 14:33:00+00:00,2018/11/13 09:45:00+00,BD16017560040,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/28 11:10:00+00,500.0,13 Day(s) 22 Hour(s) 40 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11897
11902,-80.1869756131374,25.8003322622051,11184,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 5 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:34:00+00,132300260180,YES,True,2018/11/27 13:20:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560041E001,2018-11-13 14:34:00+00:00,2018/11/13 09:47:00+00,BD16017560041,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/08 15:42:00+00,500.0,13 Day(s) 22 Hour(s) 46 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11903
11914,-80.1869756131374,25.8003322622051,11185,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 5 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:34:00+00,132300260180,YES,True,2018/11/27 13:24:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560042E001,2018-11-13 14:34:00+00:00,2018/11/13 09:50:00+00,BD16017560042,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:53:00+00,500.0,13 Day(s) 22 Hour(s) 50 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11915
11919,-80.1869756131374,25.8003322622051,11186,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 4 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:35:00+00,132300260180,YES,True,2018/11/27 13:17:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560043E001,2018-11-13 14:35:00+00:00,2018/11/13 09:52:00+00,BD16017560043,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:54:00+00,500.0,13 Day(s) 22 Hour(s) 42 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11920
11925,-80.1869756131374,25.8003322622051,11187,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 3 Minute(s) ,0.0,455 NE 24 ST,2018/11/13 14:36:00+00,132300260180,YES,True,2018/11/27 13:28:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560044E001,2018-11-13 14:36:00+00:00,2018/11/13 09:55:00+00,BD16017560044,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:54:00+00,500.0,13 Day(s) 22 Hour(s) 52 Minute(s) ,13.0,0.0,TEMPORARY FOR TESTING,11926
11942,-80.1869756131374,25.8003322622051,11190,0.0,BD16017560,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 15 Hour(s) 21 Minute(s) ,1.0,455 NE 24 ST,2018/12/05 17:22:00+00,132300260180,YES,True,2018/12/17 15:24:00+00,25.8003322622051,-80.1869756131374,T6-36A-L,,BD16017560048E001,2018-12-05 17:20:00+00:00,2018/11/30 15:10:00+00,BD16017560048,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/03/22 10:54:00+00,500.0,11 Day(s) 22 Hour(s) 4 Minute(s) ,11.0,0.0,TEMPORARY FOR TESTING,11943
