cannabis_store_name,cannabis_start_date,address,neighborhood,lat,lon,previous_tenant_name,previous_category,previous_tenant_end
The Travel Agency,2024-07-19 18:00:37+00:00,122 Flatbush Avenue,Boerum Hill,40.68494342,-73.97831025,HSBC,Banks & Atms,2021-07-23 02:38:57+00:00
Stashmaster,2025-03-26 18:51:01+00:00,1119 Broadway,Bushwick,40.69383377910626,-73.92944282,4am Nyc Events,Performance Venue,2024-07-07 00:18:07+00:00
House Of Strains II,2026-05-22 20:34:17+00:00,133-36 Whitestone Expressway,Flushing,40.768760184420955,-73.83591059,Exit 14 Convenience Exotics,"Vapes, Cigars & Accessories",2026-05-22 20:34:17+00:00
Conbud,2024-08-02 14:14:14+00:00,2412 3rd Avenue,Mott Haven,40.808281969438355,-73.93053996,Mott Haven Bar & Grill,Restaurant,2023-06-05 00:07:47+00:00
JFK Cannabis,2025-12-18 21:28:50+00:00,175-01 149th Avenue,Springfield Gardens,40.65816466992564,-73.77038822,Grab & Go Convenience,"Vapes, Cigars & Accessories",2025-06-21 04:39:21+00:00
The Alchemy,2026-04-27 21:11:27+00:00,12 West 18th Street,Flatiron,40.73893204666203,-73.99301087,Tino's Artisan Pizza Co.,Restaurant,2025-05-18 04:10:45+00:00
The Vault Cannabis,2026-03-06 21:35:24+00:00,1151 Hylan Boulevard,Grasmere,40.598818026823636,-74.08124107,Chase Bank,Banks & Atms,2023-09-26 09:52:44+00:00
Happy Times Cannabis Co,2026-07-03 14:52:07+00:00,1399 Hylan Boulevard,Dongan Hills,40.594598298970965,-74.08679833,Asian Market,Groceries & Convenience,2026-07-03 14:52:07+00:00
The Weed Shoppe,2024-07-22 18:43:45+00:00,4906 Arthur Kill Road,Richmond Valley,40.52242991500867,-74.23863489,Staten Island Physical Therapy,Healthcare,2023-05-16 17:42:24+00:00
Clouditude Dispensary,2025-03-26 16:23:28+00:00,4034 Hylan Boulevard,Great Kills,40.54114925244323,-74.14677295,South Side Hardware Co. Inc.,Hardware & Home Improvement,2024-03-14 14:42:36+00:00
Gaslight Dispensary,2026-02-27 04:20:16+00:00,465 Forest Avenue,West Brighton,40.630914722045475,-74.10501898,Cards & Gifts,Cards & Stationery,2026-02-27 04:20:16+00:00
Flynn Stoned,2025-11-20 17:27:57+00:00,755 Forest Avenue,West Brighton,40.62926237210689,-74.11433674,Victory State Bank,Banks & Atms,2023-06-22 02:02:01+00:00
Gotham,2023-07-28 16:45:23+00:00,3 East 3rd Street,East Village,40.726283358492594,-73.99129768,No previous owner history,N/A,N/A
My Bud 420,2025-09-12 17:31:52+00:00,1794 East Tremont Avenue,Parkchester,40.84003732053887,-73.86773837,1794 East Tremont Ave Poultry,Groceries & Convenience,2025-09-12 17:31:52+00:00
Victory Dispensary,2026-07-03 14:51:06+00:00,3653 East Tremont Avenue,Throgs Neck,40.828106860095545,-73.82358912,Devine Touch Spa,Barber Shops & Hair Salons,2024-12-05 06:53:48+00:00
Saint Cannabis,2026-02-18 16:54:11+00:00,34-21 Greenpoint Avenue,Sunnyside,40.73685168199367,-73.93216239,Hanawoodworking,"Business, Commercial & Professional Services",2026-02-18 16:54:11+00:00
Flower Shak,2025-12-05 18:50:18+00:00,114-13 Rockaway Beach Boulevard,Rockaway Park,40.58004929747844,-73.83609367,ANG Carpet & Flooring,Furniture & Home Goods,2025-06-19 04:06:10+00:00
Munchies Dispensary NY,2024-12-24 06:18:29+00:00,87-01 Rockaway Beach Boulevard,Hammels,40.58698575656916,-73.81211507,Aaron's,Furniture & Home Goods,2023-09-28 10:16:02+00:00
Gaea's Garden,2025-04-01 17:08:39+00:00,134-24 Northern Boulevard,Flushing,40.76249888,-73.83376305,Enigma Escape Games,Fun & Games,2023-09-24 08:37:14+00:00
Aroma Farms,2025-03-26 17:04:01+00:00,209-15 Northern Boulevard,Bayside,40.75924744863613,-73.77407145,Heifers,Recycling Center,2024-10-11 02:15:04+00:00
Ignyte,2025-09-04 20:02:30+00:00,145-18 14th Avenue,Whitestone,40.78688716557147,-73.82169496,"NYC Print & Design, LLC.","Printing, Shipping & Postal",2023-09-23 09:57:42+00:00
Bayside Cannabis Dispensary,2025-01-08 19:37:26+00:00,224-15 Union Turnpike,Oakland Gardens,40.736075191325085,-73.7462364,European Image,Tanning Salon,2023-10-04 12:09:04+00:00
Green Flower Wellness,2025-04-01 17:09:34+00:00,214-24 73rd Avenue,Oakland Gardens,40.74038920997481,-73.75914731,Card & Gifts,Groceries & Convenience,2025-04-01 17:09:34+00:00
Just A Little Higher,2026-06-17 16:03:42+00:00,146-01 Union Turnpike,Kew Garden Hills,40.718139413268744,-73.81609801,Unoccupied,N/A,N/A
Vaporize Cannabis Dispensary,2025-05-16 17:08:18+00:00,124-20 Liberty Avenue,South Richmond Hill,40.68796334331037,-73.81939579,Potions Cocktail Bar,Bar,2025-05-16 17:08:18+00:00
Good Grades Cannabis Dispensary,2023-06-22 06:10:58+00:00,162-03 Jamaica Avenue,Jamaica,40.704536996751415,-73.79751308,BSW Beauty,Beauty Product Store,2023-06-22 06:10:58+00:00
Bleu Leaf Dispensary,2025-01-08 19:31:11+00:00,2034 Jerome Avenue,Tremont,40.85334866682177,-73.90757567,Jean Star,Clothing Store,2025-01-08 19:31:11+00:00
The Flowery,2025-11-13 19:40:14+00:00,3551 Boston Road,Williamsbridge,40.878204986773824,-73.84470047,Supreme Automotive Inc.,"Auto Dealers, Repair & Care",2023-08-17 09:35:11+00:00
A&P Dispensary,2026-03-06 21:36:01+00:00,81-37 Lefferts Blvd,Kew Gardens,40.70853401419964,-73.83057476,Aquarelle Salon Spa,Barber Shops & Hair Salons,2023-12-09 11:07:03+00:00
High Road,2026-03-19 20:12:05+00:00,185-24 Horace Harding Expressway,Utopia,40.740010665172406,-73.7884389,Sunshine Cafe,Restaurant,2025-09-04 01:50:07+00:00
Silk Road Nyc,2024-02-26 16:55:31+00:00,166-30 Jamaica Avenue,Jamaica,40.706088759125095,-73.79296304,McDonald's,Restaurant,2023-06-24 19:12:39+00:00
Sparkboro,2024-10-18 17:37:00+00:00,704 West 177th Street,Hudson Heights,40.847524792535324,-73.93839394,Poción Lounge,Restaurant,2023-03-23 02:36:42+00:00
Bud City Cannabis,2025-09-12 17:01:44+00:00,3343 Fulton Street,East New York,40.683711633102405,-73.8723381,Mellor's Drug Store,Pharmacy,2024-11-10 02:32:35+00:00
Hibernica,2024-08-02 14:26:52+00:00,3220 Westchester Avenue,Pelham Bay,40.851809517008434,-73.82881769,7-Eleven,Groceries & Convenience,2023-06-07 02:59:38+00:00
Oz Cannabis Dispensary,2025-12-05 18:49:54+00:00,956 Jewett Avenue,Westerleigh,40.61274262874318,-74.1311081,GTS Island Auto Parts,"Auto Dealers, Repair & Care",2025-03-20 04:57:56+00:00
Guardian Wellness,2026-02-17 21:27:55+00:00,2500 Arthur Avenue,Belmont,40.857975247933126,-73.88533795,Guardian Vape Shop,"Vapes, Cigars & Accessories",2025-01-07 21:22:11+00:00
ZenZest Cannabis Dispensary,2025-12-05 18:49:07+00:00,272-06 Union Turnpike,New Hyde Park,40.75217666651943,-73.70183606,Citibank,Banks & Atms,2024-07-18 05:04:16+00:00
ESH,2026-06-16 16:23:47+00:00,245-02 Merrick Boulevard,Rosedale,40.673899870598746,-73.7279588,Unoccupied,N/A,N/A
Sage Seeds,2026-03-19 20:11:40+00:00,248-13 Union Turnpike,Glen Oaks Village,40.74267021032651,-73.72169175,Bellerose RX Inc.,Pharmacy,2023-06-24 18:42:17+00:00
House of Strains,2024-08-02 17:03:45+00:00,161-05 29th Avenue,Whitestone,40.771309728219336,-73.80313797,Pippy & Lily,"Bags, Leather & Accessories",2023-09-26 11:43:20+00:00
ESH Cannabis Dispensary,2025-12-05 18:49:01+00:00,90-67 Sutphin Boulevard,Jamaica,40.70121460126282,-73.80769278,McDonald's,Restaurant,2023-06-16 04:42:33+00:00
Hush,2023-09-30 04:26:24+00:00,2460 Williamsbridge Road,Bronxwood,40.86235010721751,-73.85758049,Alba Bar Cafe,Bar,2018-12-17 18:57:38+00:00
Green Flower Wellness,2026-06-17 16:03:30+00:00,85-08 Pitkin Avenue,Ozone Park,40.67490018009252,-73.85109295,Party Affairs,Event Spaces & Banquet Halls,2026-06-17 16:03:30+00:00
Terp Bros,2025-12-05 18:48:08+00:00,135-24 Cross Bay Boulevard,Ozone Park,40.672692780517195,-73.84375567,Handfield House,Groceries & Convenience,2025-12-05 18:48:08+00:00
Quality Control Dispensary,2026-07-03 14:51:57+00:00,1172 Victory Boulevard,"Sunnyside, SI",40.61642057064435,-74.10320815,Vape & Smoke Shop,"Vapes, Cigars & Accessories",2026-07-03 14:51:57+00:00
Two Buds Dispensary,2024-06-24 17:30:06+00:00,696 East 241st Street,Wakefield,40.903400920918955,-73.85067811,Boost Mobile,Electronics & Mobile Phones,2020-03-02 20:55:30+00:00
High Stone Dispensary,2024-10-11 16:57:56+00:00,1938 Clove Road,Emerson Hill,40.60600211428019,-74.08676933,TRI Lounge & Cafe,Restaurant,2023-09-26 09:53:36+00:00
The Flowery,2025-06-17 05:02:51+00:00,2059 Richmond Avenue,Willowbrook,40.59747159858463,-74.16198693,State Farm,"Business, Commercial & Professional Services",2024-07-22 22:15:00+00:00
The Flowery,2023-10-23 06:15:34+00:00,3022 Veterans Road West,Charleston,40.528305420722916,-74.23593467,Penske,Transportation,2023-10-23 06:15:34+00:00
A Cannaful Life,2025-12-13 19:50:54+00:00,1547 Arthur Kill Road,Arden Heights,40.56413965138148,-74.19179899,Rookies Sports Bar & Grill,Bar,2023-10-16 07:08:58+00:00
Be.,2023-06-21 06:51:33+00:00,206 Flatbush Avenue,Park Slope,40.681342372269086,-73.97568863,Unoccupied,N/A,N/A
The Unit - Cannabis Dispensary,2026-06-17 16:04:06+00:00,246-01 Jericho Turnpike,Bellerose,40.725176451967315,-73.72201634,The Halal Bros of NY,Restaurant,2023-06-24 18:36:27+00:00
New York City Cannabis Exchange,2024-04-01 19:35:30+00:00,248-09 Jericho Turnpike,Bellerose,40.726287934404496,-73.71789484,Bellerose Smoke Shop,"Vapes, Cigars & Accessories",2023-10-09 10:57:35+00:00
CannaFamily Dispensary,2025-08-28 05:48:27+00:00,102-15 159th Road,Old Howard Beach,40.659900039923656,-73.83076464,Ostrorf Electrical Contractors INC.,"Business, Commercial & Professional Services",2025-08-28 05:48:27+00:00
Terminal 4/20,2026-03-02 15:51:11+00:00,247-12 South Conduit Avenue,Rosedale,40.665255907476535,-73.73068609,Pay-O-Matic,Financial Services Center,2025-06-21 04:42:42+00:00
Stash Box,2026-03-04 20:42:57+00:00,230-04 South Conduit Avenue,Brookville,40.66536752240364,-73.74717939,New Convenant Assembly Of God,Religious Center,2025-06-21 01:35:38+00:00
Green Flower Wellness,2025-04-01 17:09:41+00:00,270-01 Hillside Avenue,New Hyde Park,40.73923873274205,-73.70049195,Singh & Shah Income Tax & Business Services,"Business, Commercial & Professional Services",2025-04-01 17:09:41+00:00
Trends LIC,2024-04-26 19:10:51+00:00,27-25 44th Drive,Hunters Point,40.74646480982662,-73.94172143,Unoccupied,N/A,N/A
Bedford Club,2024-08-02 15:05:11+00:00,1102 Bedford Avenue,Bedford-Stuyvesant,40.68698299029063,-73.95477939,King Of The Sea,Restaurant,2024-05-01 04:40:59+00:00
Renaissant,2025-06-17 05:02:15+00:00,40-07 Queens Boulevard,Sunnyside,40.744043281159236,-73.92388822,Merit Group & Associates,"Business, Commercial & Professional Services",2024-11-26 05:18:28+00:00
Milligrams,2026-02-18 16:56:12+00:00,58 Greenpoint Avenue,Greenpoint,40.729663387448824,-73.95869084,Serenity,"Vapes, Cigars & Accessories",2025-08-05 02:58:11+00:00
Caldwell Cannabis Co.,2026-06-17 16:02:39+00:00,229 Beach 20th Street,Far Rockaway,40.596258910757655,-73.75434056,Sincere Home Care,"Business, Commercial & Professional Services",2026-06-17 16:02:39+00:00
Cannabis Realm,2026-05-29 18:22:21+00:00,172-02 Hillside Ave,Jamaica,40.711575142189844,-73.78998551,No previous owner history,N/A,N/A
7 Leaf Clover,2026-05-01 16:01:40+00:00,132 Metropolitan Ave,South Williamsburg,40.71618146045583,-73.96261588,Unoccupied,N/A,N/A
Flower Daddy,2026-01-15 19:52:14+00:00,539 Metropolitan Avenue,East Williamsburg,40.714171580559224,-73.95090241,The Glass Shop,"Vapes, Cigars & Accessories",2025-11-23 23:42:55+00:00
Gotham,2025-07-18 15:33:42+00:00,146 10th Ave,Chelsea,40.74526048216478,-74.00572778,Unoccupied,N/A,N/A
The THC Shop,2025-03-30 02:04:53+00:00,144-07 243rd Street,Rosedale,40.66003987134161,-73.73941658,Metro By T-Mobile,Electronics & Mobile Phones,2024-09-30 02:03:10+00:00
Hii NYC,2026-06-17 16:00:42+00:00,9206 3rd Avenue,Bay Ridge,40.619147965915744,-74.03297891,Street Sounds,Musical Instrument Store,2024-11-05 03:14:19+00:00
Soho Greenhouse,2024-04-27 15:06:40+00:00,9 Delancy Street,Lower East Side,40.719914945211144,-73.99346581,No previous owner history,N/A,N/A
Puro Vita,2025-01-23 17:47:51+00:00,288 Flushing Avenue,Clinton Hill,40.697702677317864,-73.964263,No previous owner history,N/A,N/A
Nicklz,2024-08-02 16:23:43+00:00,797 8th Avenue,Times Square,40.761328337627106,-73.98700938,No previous owner history,N/A,N/A
Gotham,2024-12-03 18:28:32+00:00,296 Kent Avenue,South Williamsburg,40.71442397303883,-73.96702784,No previous owner history,N/A,N/A
Dagmar Cannabis,2026-01-24 18:28:16+00:00,61 North 11th Street,North Williamsburg,40.722094918558184,-73.95846838,Unoccupied,N/A,N/A
Bronx Joint,2024-12-13 19:58:48+00:00,925 Hunts Point Avenue,Woodstock,40.82046572532559,-73.89132937,No previous owner history,N/A,N/A
RNR,2025-04-24 23:49:06+00:00,287 Harrison Place,East Williamsburg-Bushwick,40.70765671321746,-73.92437603,No previous owner history,N/A,N/A
Dispo,2025-04-28 18:58:27+00:00,584 4th Avenue,Gowanus,40.66571980397987,-73.99283905,No previous owner history,N/A,N/A
Sky High Club,2025-05-20 16:11:26+00:00,129 Avenue C,East Village,40.72488286136635,-73.97843803,No previous owner history,N/A,N/A
Ignyte - Legal Cannabis Dispensary,2025-07-11 20:21:57+00:00,387 Van Brunt Street,Red Hook,40.67603242069757,-74.01427307,No previous owner history,N/A,N/A
Seaweed,2026-03-06 15:55:45+00:00,73-05 Beach Channel Drive,Hammels,40.59065790851639,-73.80164777,No previous owner history,N/A,N/A
Green Apple Cannabis Dispensary,2025-10-15 18:40:29+00:00,572 Manhattan Ave,Greenpoint,40.72258196259793,-73.94999607,No previous owner history,N/A,N/A
Brooklyn Organic Buds,2025-12-22 19:01:44+00:00,623 Bergen Street,Prospect Heights,40.67970308413578,-73.96909744,No previous owner history,N/A,N/A
Rustik Smokes,2026-04-30 14:43:14+00:00,469 Dekalb Avenue,Bedford-Stuyvesant,40.690662384325094,-73.95837541,No previous owner history,N/A,N/A
