,URL,HED,DEK,PUB_DATE,LEDE,STORY_TEXT,ADDRESS
56,https://therealdeal.com/chicago/2018/08/21/humboldt-park-home-price-growth-outpaces-lakeview-and-logan-square-report/,Humboldt Park home price growth outpaces Lakeview and Logan Square: report,The neighborhood’s median single-family home price shot up by 45 percent since last year,"Aug.August 21, 2018
01:30 PM","The median single-family home price rocketed up in the Humboldt Park neighborhood by 45 percent during the first seven months of this year compared to 2017, far outpacing more conventionally trendy neighborhoods on the Near North and Northwest sides.","[""A row of greystone apartment buildings in Humboldt Park (Credit: iStock)The median single-family home price rocketed up in the Humboldt Park neighborhood by 45 percent during the first seven months of this year compared to 2017, far outpacing more conventionally trendy neighborhoods on the Near North and Northwest sides.By comparison, average home prices were about 17 percent higher in Logan Square, 17 percent higher in Lakeview and 16 percent higher in Avondale from January to July than they were during the same period last year, according to an Aug. 14 report by the Chicago Association of Realtors cited by Crain’s.The city overall saw a 2.1 percent bump in median home prices during the period studied.Immediately west of gentrified Wicker Park, the area surrounding the 219-acre Humboldt Park saw demand crank up when the completed 606 Bloomingdale Trail cut across it in 2015.Crain’s pinpointed newly-built houses east of the park that recently sold for around $900,000, and similar homes to its west selling in the $500-$800,000 range.Humboldt Park has become a proving ground for Logan Square-based developer Mark Fishman’s tactic of buying up Near Northwest Side courtyard buildings, renovating them and raising rents.\xa0[Crain’s] — Alex NitkinAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
57,https://therealdeal.com/chicago/2022/07/11/multifamily-developers-prefer-suburbs-over-chicago-city-center/,Multifamily developers prefer suburbs over Chicago city center,"Schaumburg, Arlington Heights-Palatine among best performing suburbs","Jul.July 11, 2022
12:11 PM",Demand is on the rise for homes outside Chicago’s city center.,"[""Jake Parker (Kiser Group, Marcus & Millichap, iStock )Demand is on the rise for homes outside Chicago’s city center.About 13,600 units were absorbed in 2021, even though just 4,250 rentals were completed, the Chicago Business Journal reported, citingMarcus & Millichap’s latest Chicago Multifamily Market Report.Schaumburg and Arlington Heights-Palatine were the two best performing suburbs. Vacancy rates in Schaumburg dropped 550 points from the previous year to 1.9 percent and rents rose 15 percent. In Arlington Heights-Palatine, vacancies rates fell 410 points and rents jumped 17 percent.The shifts underscore ripple effects from the pandemic, as workers explore remote work models that crimp the need for downtown offices and seek more room in suburban settings.“Multifamily is doing good and will only do better as the year goes on,” Toney Morton, chief financial officer at Independence, Ohio-based Redwood Living Inc., told the outlet. “Residential living is the alternative to buying a home, and even homeowners, especially seniors, are transitioning more to multifamily complexes as their lifestyles change.”Morton said Redwood, which owns and develops multifamily properties, tends to prefer suburban areas for new projects as more land is usually available for construction.“Our focus is suburban areas where there’s enough land for us to build our single-story apartment homes,” he said. “While we are new to the Chicago market, we are underway with new projects in Lockport, Oswego [to the southwest] and Crystal Lake [to the northwest].”Chicago-based Waterton plans to invest up to $150 million in building new multifamily properties across the Chicago area. The firm will focus on affordable, mid-rise developments in suburban neighborhoods.“The suburbs have been attractive in general, and there’s more demand for it now since Covid,” Jake Parker, a director at Chicago multifamily brokerage Kiser Group, told the outlet.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
58,https://therealdeal.com/chicago/2021/11/15/tpg-buys-cinespace-home-of-tvs-chicago-fire-chicago-med/,"TPG buys Cinespace, home of TV’s “Chicago Fire,” “Chicago Med”",Purchase is latest soundstage acquisition by private-equity firms,"Nov.November 15, 2021
02:37 PM","TPG Real Estate Partners bought family owned soundstages owned by Cinespace, home to TV shows including “Chicago Fire” and “Chicago Med,” the latest foray by a private-equity firm into the booming market for more production content.","[""Avi Banyasz, co-head, TPG Real Estate, in front of the Cinespace Chicago Film Studios at 2621 W 15th Pl, Chicago, IL 60608 (TPG Real Estate, LoopNet)TPG Real Estate Partners bought family owned soundstages owned by Cinespace, home to TV shows including “Chicago Fire” and “Chicago Med,” the latest foray by a private-equity firm into the booming market for more production content.TPG’s real estate arm paid $1.1 billion for more than 50 soundstages in Chicago and Toronto, Crain’s reported.“We have been studying the content creation and production landscape as an investment theme for a few years, and in that time have developed a relationship with the family behind Cinespace,” TPG Real Estate co-head Avi Banyasz told Crain’s.TPG’s purchase comes as private-equity firms turn their attention to studios as ever-increasing demand for streaming content turns them into safer investments. California’s Hackman Capital Partners and New York’s Square Mile Capital Management acquired Kaufman Astoria Studios in Queens.Some institutional investors are converting warehouses to accommodate production companies. Blackstone paired up with Hudson Pacific, a West Coast real estate firm, to invest $190 million to build a 240,000-square-foot production facility in Sun Valley, California this year. Revenue from digital entertainment jumped 35 percent in the U.S. from 2019 to 2020, according to CBRE.Cinespace will remain based in Chicago and will explore opportunities to expand beyond the two campuses at the old Ryerson Steel distribution facility. Eoin Egan, former head of production services at Netflix, will join Cinespace as chief operating officer and a co-managing partner. Keith Gee, a TPG official, will be chief financial officer and the other co-managing partner.[Crain’s Chicago Business]All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
59,https://therealdeal.com/chicago/2018/04/20/sterling-bay-snags-182m-construction-loan-for-office-project/,Sterling Bay snags $182M construction loan for office project,Wells Fargo provides financing for 333 North Green Street,"Apr.April 20, 2018
03:00 PM","Sterling Bay, one of the West Loop’s most active developers, obtained a $181.5 million construction loan from Wells Fargo for a 19-story office project at 333 North Green Street. The loan closed April 11, according to county records filed Friday.","[""Andy Gloor with 330 & 333 North Green Street (Credit: Sterling Bay)Sterling Bay, one of the West Loop’s most active developers, obtained a $181.5 million construction loan from Wells Fargo for a 19-story office project at 333 North Green Street. The loan closed April 11, according to county records filed Friday.Plans call for two towers — a 19-story building with first-floor retail at 333 North Green Street and a 20-story building across the street at 330 North Green Street. They will stand on the former Coyne College campus and parking lot. Sterling Bay acquired the properties in 2016 for $25 million.The design for the project has undergone several changes over last year. Renderings obtained by DNAinfo in September showed an initial plan of a single 24-story office building, designed by architecture firm Gensler.The Chicago Planning Commission gave the go-ahead to both buildings in February, but no permit applications have been filed as of yet with the Department of Buildings.Sterling Bay, led by Andy Gloor, has two other ongoing projects in the West Loop. Zoning applications have been filed for a 21-story office building at 360 North Green Street and a movie theater and parking garage at 345 North Morgan Street.Sterling Bay, Wells Fargo and Gensler did not immediately respond to requests for comment.Adam Pincus and Scott Klocksin contributed reporting.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",333 North Green Street (Credit: Sterling Bay)St
60,https://therealdeal.com/chicago/2019/08/07/sterling-bay-sale-of-fulton-market-hq-is-chicagos-biggest-office-deal-of-year/,Sterling Bay sale of Fulton Market HQ is Chicago’s biggest office deal of year,Commerz Real was the buyer of the developer’s 300K-sf building,"Aug.August 07, 2019
02:09 PM",Sterling Bay just set the mark for priciest office sale in Chicago this year.,"[""Sterling Bay CEO Andy Gloor, Commerz Real CEO Andreas Muschter and 1330 West Fulton Street (Credit: Sterling Bay and iStock)Sterling Bay just set the mark for priciest office sale in Chicago this year.The prolific developer sold its massive headquarters on the western edge of Fulton Market to German real estate investment firm Commerz Real for $175 million, according to Crain’s. The property spans 290,000 square feet at 1330 W. Fulton Street. The deal pencils out to more than $600 per square foot.The property hit the market in late April, and was expected to garner offers of around $200 million.Sterling Bay helped ignite the development transformation of the Fulton Market District from a meatpacking hub to a top target for corporate offices with surging property values. The building was completed in 2017 and is leased to other tenants including Glassdoor and Dyson.In addition to its massive Lincoln Yards project — which it recently received approval for — the firm also completed a 200,000-square-foot office building on Carpenter Street, and is building a 19-story office complex on Green Street.Last year, Commerz Real bought its first Chicago property when it paid $202 million for the 20-story office building at 125 S. Clark Street. [Crain’s] — Gregory CornfieldAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",1330 West Fulton Street (Credit: St
61,https://therealdeal.com/chicago/2022/08/01/chicago-secures-hotel-boosting-lollapalooza-for-10-more-years/,Chicago secures hotel-boosting Lollapalooza for 10 more years,New deal extends festival’s contract with the city,"Aug.August 01, 2022
10:58 AM","Lollapalooza is staying in Chicago, bolstering prospects for the local hotel market.","[""J-Hope and Mayor Lori Lightfoot at Lollapalooza 2022 (Illustration by The Real Deal with Getty)Lollapalooza is staying in Chicago, bolstering prospects for the local hotel market.Just before headliner J-Hope took the stage on Sunday, Mayor Lori Lightfoot announced a new contract that will keep the music festival in Grant Park for the next 10 years, the Chicago Tribune reported.“People have been saying to me, ‘Mayor, we love Lolla. It’s the best thing going.’ I agree,” Lightfoot said at the festival. “And so I’m here to tell you by decree, we’re gonna make sure that Lolla continues in the future.”The music festival has helped Chicago’s hotels recover from the pandemic, despite the city’s continued reliance on business travel. The 223-room Sable Hotel on Navy Pier, for example, has been adding 60 to 70 rooms a day during the festival.Details of the contract, which will begin with the 2023 festival, haven’t been released, including how the city’s amusement tax will impact it. Executives with festival organizer C3 Presents had been asking the city to ensure the tax wouldn’t increase throughout the course of the new agreement.“There are now a total of eight Lollapaloozas on four continents, but Chicago remains the center of the Lollapalooza universe,” Charlie Walker, a partner at C3 Presents, said in a news release.The deal, which will also increase the attendance cap to 115,000 from 100,000, guarantees that C3 will pay at least $2 million if the four-day festival takes place; $1.5 million if the festival lasts three days; or $750,000 if the festival doesn’t go on.The Park District will receive between 5 and 20 percent of revenue from the festival over the term of the contract.The current deal between C3 and the park district was signed in 2012 and expired after the 2021 festival, when organizers decided to opt for a one-year extension for the most recent festival. So far, almost all of the deals for Lollapalooza have happened behind closed doors, with many — including the aldermen who represent Grant Park — left out of the discussions.The festival will take place over the last weekend of July or the first weekend of August.— Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
62,https://therealdeal.com/chicago/2022/07/20/ex-astronaut-james-lovell-lists-lake-forest-home-for-almost-3m/,Ex-astronaut James Lovell lists Lake Forest home for almost $3M,"Lovell flew four missions and is known for “Houston, we’ve had a problem.”","Jul.July 20, 2022
12:05 PM","Former astronaut James Lovell, who as commander of ill-starred Apollo 13 famously said, “Houston, we’ve had a problem,” is selling his Lake Forest Home.","[""James Lovell and his Lake Forest Home (Getty, VHT Studios)Former astronaut James Lovell, who as commander of ill-starred Apollo 13 famously said, “Houston, we’ve had a problem,” is selling his Lake Forest Home.Lovell and his wife listed their 6,300-square-foot home on Lake Road with an asking price just under $3 million, Crain’s reported. The home is listed on a private agents network and will hit the MLS in the coming weeks.Photos of the Lake Road home show some of Lovell’s memorabilia, which won’t be sold with the house. The wood-paneled library, among Lovell’s favorite rooms, has a large moon globe and multiple medal displays.The Lake Road home (VHT Studios)News of the sale comes as NASA marks July 20, 1969, the day that Neil Armstrong became the first person to set foot on the moon. Lovell retired from the space program in 1973 and moved to Lake Forest from Texas about a decade later.Lovell bought the Lake Road home in 1999 for almost $2.8 million after living in another Lake Forest home since the early 1980s. Built in 1995, it sits on about an acre and is about a block from the town beach. The home has a wraparound staircase, crown moldings and leaded glass windows. The large kitchen also has a fireplace.Lovell’s daughter, Susan, told the outlet that her parents wanted to buy a house that was large enough for the whole family to get together. “We were never on top of each other,” she said.Lovell began his astronaut career in 1962 and flew the Gemini 7 and Gemini 12 missions orbiting the Earth as well as Apollo 8, the first to circle the moon.His 1970 mission aboard Apollo 13 was recreated on film in the 1995 movie of the same name, in which Tom Hanks played his character and delivered the iconic line. Lovell made an appearance in the film as the captain of the USS Iwo Jima, the ship that retrieved the astronauts after they splashed down.— Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
63,https://therealdeal.com/chicago/2022/11/11/longford-secures-demo-permits-to-make-way-for-lincoln-avenue-apartments/,Longford secures demo permits to make way for Lincoln Avenue apartments,Development will have 68 residences and ground-floor retail,"Nov.November 11, 2022
04:23 PM","A new mixed-use development is coming to a Lincoln Avenue site near Chicago’s Uptown, though its developer Longford Construction first has to clear the site of a existing buildings.","[""3914 N. Lincoln Ave (SPACE Architects + Planners, Getty)A new mixed-use development is coming to a Lincoln Avenue site near Chicago’s Uptown, though its developer Longford Construction first has to clear the site of a existing buildings.The firm took a stride toward doing that as the city granted demolition permits for Longford to remove four structures at 3914-3930 North Lincoln Avenue, Urbanize Chicago reported. The new five-story, 68-unit development will fill a parcel facing Lincoln and Damen avenues.The project will bring 68 residential units and 7,500 square feet of ground-floor retail to the city’s North Center area, just south of West Irving Park Road. The retail portion will have entrances on both Lincoln and Damen avenues. It’s being designed by SPACE Architects + Planners.To make the project more sustainable, the developer has approved a design that makes the building 10 percent more energy efficient than required by city code and 25 percent more efficient for stormwater drainage. Longford also plans incorporate measures that would reduce its water use by 25 percent compared to similar buildings designed to city code, and make half of the roof green with plantings.Seven of the residential units will be marketed as affordable housing for residents who make 30 percent of the area median income. Those units will be two- and three-bedroom floorplans. In addition, the project will also have a Divvy bike station on Damen where renters without cars will get a free one-year membership.General contractor Precision Excavating can now begin the demolition process to make way for new construction. When the project was first planned, construction was expected to begin in July 2022, but with the delay, the expected December 2023 completion date could be pushed back.Longford’s other projects underway include a 32-unit project in the Uptown neighborhood at 4453 North Hazel Street that’s slated for completion next year, as well as a 14-unit condo project at 4537 North Clark Street set for an April completion, its website shows.— Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",3914 N. Lincoln Ave
64,https://therealdeal.com/chicago/2021/11/10/fully-furnished-trump-tower-condo-hits-market-asking-8m/,Fully furnished Trump Tower condo hits market asking $8M,Four-bedroom unit is on the tower’s 86th floor,"Nov.November 10, 2021
03:45 PM",A fully furnished condominium on the 86th floor of the Trump International Hotel & Towers that recently hit the market could break the long chill for high-end sales in the building.,"[""The furnished unit in the Chicago Trump Tower (Getty, VHT Studios)A fully furnished condominium on the 86th floor of the Trump International Hotel & Towers that recently hit the market could break the long chill for high-end sales in the building.The four-bedroom apartment is asking $8 million, Crain’s reported. A unit in the building hasn’t sold for anything close to that price since 2018, when one sold for $7.7 million another went for $9.4 million.The tower was completed in 2009 and, at 98 stories high, is one of the world’s tallest residential buildings..According to Crain’s, buyers have either been turned off by the building’s association with the polarizing former president or they’ve just been more interested in finding condos in other pricey buildings like the St. Regis and the Tribune Tower. In 2021, six condos in downtown Chicago sold for $7 million or more — four at the St. Regis and Tribune and the other two in buildings on Lake Shore Drive and in Lincoln Park.The sellers of the 4,200-square-foot condo haven’t been identified. They live out of state and only used the condo “once or twice a year.”They bought it as raw space for $3.7 million in August 2010 and commissioned Chicago interior designer John Robert Wiltgen to finish it. The home is decorated with mostly whites and creams with black and mirrored accents.Trump Towers also has an unfinished penthouse for sale at the top of the building. That seller is asking $30 million.[Crain’s] — Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",7 million or more — four at the St
65,https://therealdeal.com/chicago/2021/09/07/proposed-norwood-park-residential-development-heads-to-zoning-committee-chicago-city-council-for-final-approval/,Plan for 50 single-family home development in Norwood Park advances,Project calls for 50 properties on 7.5-acre lot,"Sep.September 07, 2021
03:15 PM",A residential development that would build 50 single-family homes on a 7.5-acre lot in Norwood Park is nearing final approval.,"[""Renderings of the residential development in Norwood Park (Chicago Department of Planning and Development)A residential development that would build 50 single-family homes on a 7.5-acre lot in Norwood Park is nearing final approval.Lexington Homes and Pappageorge Haymes plan to develop the complex at 7401 West Everell Avenue in Norwood Park. It just won approval from the Chicago Plan Commission, according to Chicago Yimby. It now heads to the zoning committee, then the full Chicago City Council.The development would be a mix of one- and two-story homes, with up to four bedrooms each.The plan originally included townhouses and less green space. But over time, the focus shifted to single-family homes, according to the report. The developer plans to build the homes close to the road and close to each other. Sidewalks will also be included in the development.The complex will have multiple green spaces, including a small park.Each of the homes will be 30 feet tall and available in four different styles. The development will also include unattached garages for each home that will provide parking for two cars. The garages will be accessible via private rear alleys. In addition, 15 guest parking spaces will be built on the development’s north-running street, according to Chicago Yimby.The subdivision, which has been nicknamed “Lexington Square,” will put the homes on either side of a new private road in between the high school campus and the retirement community. The development will be accessible via an entrance on Talcott Avenue and another northern access point will be limited to emergency vehicles as needed.[Chicago YIMBY] — Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",7401 West Everell Avenue
66,https://therealdeal.com/chicago/2022/06/15/industrious-returns-coworking-to-chicagos-river-north-at-former-wework-spot/,Industrious returns coworking to Chicago’s River North at former WeWork spot,Flex space providers gearing up for post-pandemic office market,"Jun.June 15, 2022
03:04 PM",Industrious is coming back to Chicago’s River North neighborhood with a new coworking option after closing one last year.,"[""Industrious’ Jamie Hodari with 111 West Illinois Street (Industrious, Commercial Cafe)Industrious is coming back to Chicago’s River North neighborhood with a new coworking option after closing one last year.The flex space provider is opening up a 25,600-square-foot space at the Macquarie Group-owned property at 111 West Illinois Street. The return of Industrious to the neighborhood follows the exit of WeWork from the building, and the closure of the similarly sized Industrious space at 320 West Ohio Street in early 2021 after eight years.The Illinois Street building was bought by German Investor GLL for $75 million in 2015, and that company was bought by Macquarie in 2018.Salesforce is a longtime tenant of more than 100,000 square feet in the building, where it remains while waiting to expand into 500,000 square feet at its new namesake tower at Wolf Point. Construction on that property just topped off and is expected to be completed next year, which is also when the Salesforce lease was reported to be expiring.The decision by Industrious to beef up its Chicago-area presence with enough space for 350 seats comes on the heels of other coworking providers taking bullish stances on the city.WeWork just took 93,500 square feet in a Fulton Market building developed by Shapack Partners, the Swiss company International Workplace just expanded into its 49th Chicago-area location with a 10-year lease for 29,000 square feet at the new Bank of America tower, and Life Time Fitness just opened a 39,000-square-foot coworking space at its River North athletic club and will soon have more than 10 coworking options at or near its gyms across the country.Analysts have predicted flexible lease terms friendly to small businesses will be in high demand in the post-pandemic office market that so far has seen many companies shrink their leases. Such an environment would give a boost to coworking providers.“We’re happy to be back in River North,” Doug Feinberg of Industrious said in a statement that nodded to the neighborhood’s reputable nightlife. “Our latest River North location is perfect for members who prioritize work as much as they do play.”Industrious plans to have its newest coworking spot open by August. It is the company’s eighth location in Chicago and the suburbs.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",111 West Illinois Street
67,https://therealdeal.com/chicago/2022/01/10/omicron-devastates-chicago-restaurants/,Omicron devastates Chicago restaurants,"Lost Lake, which is closing this weekend, is one of almost 300 restaurants to close since Q4 of 2021.","Jan.January 10, 2022
12:44 PM","Lost Lake, a tropical-themed bar on the Avondale side of West Diversey Avenue, is one of almost 300 Chicago restaurants to permanently close since the start of last quarter as a result of the pandemic.","[""Lost Lake, which is closing this weekend, is one of almost 300 restaurants to close since Q4 of 2021 (iStock, Google Maps)Lost Lake, a tropical-themed bar on the Avondale side of West Diversey Avenue, is one of almost 300 Chicago restaurants to permanently close since the start of last quarter as a result of the pandemic.The restaurant announced Friday on its Instagram page that Jan. 13, its seventh anniversary, will begin its last weekend of business, according to Crain’s. Chicago restaurants opened for indoor dining about a year ago.Lost Lake’s Instagram post said a super spreader surge “wiped-out what would usually be our busiest time of the year.”“Thank you so much for all the support, from our very first day until this one,” the post continued. “You’ve made a lot of dreams come true over here.”Crain’s, citing data from food and beverage analytics firm Datassential, reports that roughly 280 restaurants closed in the fourth quarter of 2021, just as Covid-19 booster shots offered a tantalizing taste of a return to pre-pandemic fun for local diners after almost two years of lockdowns and social distancing. By comparison, just 23 restaurants closed in the fourth quarter of 2019, the last quarter before the pandemic, Crain’s reports.Not only have sales been down, but many restaurants, including Lost Lake, have had to close temporarily as a result of understaffing due to the spread of the coronavirus, according to Crain’s.Lost Lake’s announcement appears to have resonated with local diners – the bar, known for its creative cocktails, took to its Instagram page again over the weekend to thank the community for an outpouring of support after its announcement. Reservations for the upcoming weekend are sold-out and the bar has “very few” spaces left for walk-ins. The webstore also sold out of merchandise.“We were totally overwhelmed by the response yesterday– after a really abysmal month of to-go business, we were NOT prepared for the amount of folks that placed orders yesterday!” read the post.[Crain’s] – Harrison ConneryAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
68,https://therealdeal.com/chicago/2021/11/30/buyer-of-allstate-campus-seeks-to-build-warehouses-on-site/,Buyer of Allstate campus seeks to build warehouses on site,Dermody needs local government approval for industrial development,"Nov.November 30, 2021
12:05 PM",The Nevada industrial developer that agreed to pay $232 million for Allstate’s suburban Chicago campus aims to transform the site into 3.2 million square feet of warehouses — assuming it gets the approval of local governments.,"[""Dermody Properties President Doug Kiersey and the Allstate headquarters building at 2775 Sanders Road in Northbrook (Dermody, Allstate)The Nevada industrial developer that agreed to pay $232 million for Allstate’s suburban Chicago campus aims to transform the site into 3.2 million square feet of warehouses — assuming it gets the approval of local governments.Dermody Properties plans to build 11 industrial buildings after it demolishes Allstate’s campus at 2775 Sanders Road in Northbrook, Crain’s reported, citing Dermody President Doug Kiersey. Dermody hopes to build at least one warehouse by the end of 2023.The deal reflects a pandemic-era shift for Chicago’s commercial real estate, as companies like Allstate reduce office space and retailers seek more warehouses to meet surging e-commerce demand. Allstate said in October that it would sell the headquarters, its home for more than 50 years, as about 95 percent of employees in Northbrook choose to work from home.Dermody needs the green light from Glenview, Northbrook and Prospect Heights neighborhoods to move forward. Residents in other parts of Chicago have opposed warehouse developments, saying a slew of delivery trucks would add pollution and traffic congestion.Kiersey said his company will work with communities and that it plans to maintain a landscape buffer by planting trees and stormwater management ponds along Sanders Road and Interstate 294. He noted that infrastructure around the campus is already designed to handle thousands of employees and vendors each day at peak times.Dermody may contact Glenview or another suburb about its plans before it pushes forward with its development, the outlet reported.“We want to go where we’re wanted,” Kiersey told Crain’s.[Crain’s] — Connie KimAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",2775 Sanders Road
69,https://therealdeal.com/chicago/2022/06/13/two-chicago-area-hospitals-sell-for-92m/,Two Chicago Area Hospitals Sell For $92M,Michigan-based Resilience Healthcare to run facilities’ operations,"Jun.June 13, 2022
05:27 PM",Two Chicago-area hospital properties will be sold for $92 million in a healthcare management partnership that gained approval from state regulators last week.,"[""Reddy Rathnakar Patlola of Ramco Healthcare Holdings with West Suburban Medical Center and the Weiss Memorial Hospital (LinkedIn, Weiss Memorial Hospital, West Suburban MC)Two Chicago-area hospital properties will be sold for $92 million in a healthcare management partnership that gained approval from state regulators last week.New Jersey business executive Reddy Rathnakar Patlola’s Ramco Healthcare Holdings, LLC will purchase the real estate associated with Weiss Memorial Hospital on the city’s North Side and West Suburban Medical Center in Oak Park and enter into a long-term lease with Michigan-based Resilience Healthcare, which will run the facilities’ operations.The Illinois Health Facilities and Services Review Board granted the deal regulatory approval on June 7.Patlola told the board that he believes “healthcare is a human right” and that he is excited to work with Resilience Healthcare CEO Manoj Prasad in ensuring continued access to healthcare for the community, Ramco said in a press release.Patlola also said he plans to invest in building infrastructure and market available office space to local physician practices.The Los Angeles-based Pipeline Health System is selling the properties, having owned them since 2019, and plans to close the deal in the coming weeks, Ramco said.The sale includes Weiss’ medical office building and West Suburban’s River Forest Campus facilities, according to the hospitals.Pipeline has poured more than $60 million into the two hospitals since acquiring them in 2019, funding improved facilities, enhanced technology and expanded clinical programs, the hospitals said.The company came under scrutiny after the closure of Westlake Hospital in Melrose Park, soon after that deal was closed, when it said at the time of the sale it had no plans to close the facility, Crain’s reported.Crain’s was the first to report that Pipeline intended to sell their two remaining Illinois properties. The hospitals announced on March 10 that Pipeline had executed a letter of intent to sell the facilities to the healthcare management group.West Suburban serves predominantly Black patients and residents of the Austin community of Chicago’s West Side, while Weiss serves a high proportion of Medicaid patients in the Uptown community on the city’s North Side.Both hospitals’ CEOs said they will stay in place through the transition.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",
