,lat,lon,work_desc,name,review_type,full_address,app_year_start
10,41.85000100000001,-87.6273374,*DIRECT DEV SERVICES* NEW CONSTRUCTION OF A 6-STORY AFFORDABLE HOUSING PROJECT WITH 103 TOTAL DWELLING UNITS INCLUDING GROUND FLOOR RETAIL AND SURFACE PARKING. BUILDING B-4.,AKINDELE ANTHONY,DIRECT DEVELOPER SERVICES,2344 S STATE ST,2019.0
11,41.9308816,-87.7088224,"**DIRECT DEVELOPER SERVICES** NEW I-B PRECAST CONSTRUCTION OF A SEVEN-STORY, 100-UNIT A2 RESIDENTIAL BUILDING WITH ACCESSORY OFFICE, COMMUNITY, AND F - COMMERCIAL TENANT SPACES WITH 20 OPEN AIR PARKING SPACES.",LANDON PETER,DIRECT DEVELOPER SERVICES,2614 N EMMETT ST,2020.0
12,41.87899609999999,-87.64938509999999,"*DIRECT DEVELOPER SERVICES*  FOUNDATIONS AND PODIUM SUPERSTRUCTURE ONLY PERMIT UP TO LVL 5 FOR A NEW 19-STORY, 275 D.U. APARTMENT BUILDING.",DE ROUIN MICHAEL E,DIRECT DEVELOPER SERVICES,205 S PEORIA ST,2018.0
13,41.9035903,-87.6695273,***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF TWELVE (12) FOUR (4) STORY TOWNHOMES AS PER PLANS,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,1650 W DIVISION ST,2020.0
14,41.877226,-87.639983,(DIRECT DEVELOPER SERVICES) NEW CONSTRUCTION OF A FORTY-SIX (46) STORY OFFICE BUILDING TO INCLUDE TWO (2) LEVELS OF BELOW GRADE PARKING AND GROUND FLOOR AS PER PLANS.  (FOUNDATION PERMIT# 100817719) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING  [SEE REVISION 100878321 TO ADD (4) FLOORS],DOLINAR JOSEPH P,DIRECT DEVELOPER SERVICES,320 S CANAL ST,2020.0
15,41.9681551,-87.71807609999999,***DIRECT DEVELOPER SERVICES*** PROPOSED SIX (6) STORY 50 DWELLING UNIT RESIDENTIAL BUILDING WITH THIRTEEN (13) PARKING SPACES AND COMMERCIAL/RETAIL ON THE GROUND FLOOR AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,NATKE ROBERT E,DIRECT DEVELOPER SERVICES,3559 W LAWRENCE AVE,2021.0
16,41.9790169,-87.90656949999999,Deep Foundation - CAISSONS ONLY PERMIT- for a proposed 6-story concrete parking garage structure at Terminal 5 of OHare International Airport as per plans.,FRISCH MARK,TRADITIONAL DEVELOPER SERVICES,10000 W OHARE ST,2022.0
17,41.9024364,-87.6349841,"***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF 39-STORY RESIDENTIAL TOWER WITH GROUND FLOOR RETAIL AND PARKING, 6-STORY PODIUM AND 428 RESIDENTIAL UNITS.",HARTSHORNE RAY,DIRECT DEVELOPER SERVICES,202 W HILL ST,2017.0
18,42.007818,-87.6647557,"***DIRECT DEVELOPER SERVICES*** NEW EIGHT (8) STORY RESIDENTIAL BUILIDING WITH 50 DWELLING UNITS AND 73 PARKING SPACES AS PER PLANS,23 OF THE PARKING SPACES WILL BE NON-ACCESSORY (PUBLIC PARKING) AND 50 SPACES WILL SERVE THE DWELLING UNITS",FENG ZISONG,DIRECT DEVELOPER SERVICES,1323 W MORSE AVE,2017.0
19,41.8638801,-87.6455495,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100680853; ENCLOSE AMENITY SPACE ON 5TH FLOOR; REVISIONS TO COMMON AREAS ON FLOORS ONE, FIVE, SIX AND SEVEN; LIGHTING IN THE GARAGE ON FLOORS 1 AND 2, AND LIGHTING IN CORRIDORS ON ALL FLOORS HAS BEEN REVISED. THE MECHANICAL PLANS HAVE BEEN REVISED TO REDUCE THE QUANTITY AND LOCATIONS OF HVAC EQUIPMENT IN A NUMBER OF DWELLING UNIT TYPES ON FLOORS 2-7. WINDOWS ON THE NORTH AND EAST ELEVATIONS HAVE BEEN ADDED OR RELOCATED. THE BORROWED LITE OPENINGS IN THE TYPE 3 UNITS HAVE BEEN RECONFIGURED; ALL AS PER PLANS",CLARK JOHN W,DIRECT DEVELOPER SERVICES,710 W 14TH ST,2018.0
20,41.8690698,-87.67707240000001,(DIRECT DEVELOPER SERVICES / PRE-2019 CBC)  NEW CONSTRUCTION OF A SIX (6) STORY HOTEL  (135 ROOMS) AS PER PLANS.   (REPLACING FOUNDATION PERMIT 100855284)  (CONSTRUCTION TYPE: 1C / OCCUPANCY CLASSIFICATION: A-2) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,PIEKARZ RONALD R,DIRECT DEVELOPER SERVICES,710 S SEELEY AVE,2021.0
21,41.9752146,-87.6598446,"DDS 2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 116 DWELLING UNITS AND 8 PARKING SPACES ON THE GGROUND LEVEL (OCC GROUP R-2, S-2; CONST TYPE II-A) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",BOOTH LAURENCE OGDEN,DIRECT DEVELOPER SERVICES,1131 W WINONA ST,2021.0
22,41.8725605,-87.6339106,"DIRECT DEVELOPER SERVICES: BELOW GRADE CONCRETE VAULT FOR WATER FEATURE PUMP-ROOM. NEW CONCRETE RETAINING WALLS, ELEVATED WOOD WALKWAY ON WOOD PILES, DRINKING FOUNTAINS, WATER FEATURE, PLAYGROUND EQUIPMENT, 4FT HIGH METAL FENCE, GUARDRAILS & LANDSCAPING",WALSH MARK R,DIRECT DEVELOPER SERVICES,720 S WELLS ST,2018.0
23,41.8715559,-87.6341384,"DIRECT DEVELOPER SERVICES: 50' LONG CONCRETE RETAINING WALL, COMED TRANSFORMER PAD, GUARDRAILS, DRINKING FOUNTAINS & ASSOCIATED LANDSCAPING",WALSH MARK R,DIRECT DEVELOPER SERVICES,800 S WELLS ST,2018.0
24,41.86914840000001,-87.6252985,"***DIRECT DEVELOPER SERVICES*** INTERIOR RENOVATION (REVISION TO PERMIT#100696252) TO INCLUDE RECONFIGURATION OF GROUND FLOOR LOBBY, 8TH FLOORAMENITY SPACES AND RENOVATION OF HOTEL ROOMS ON FLOORS 23-29. EXISTINGHOTEL SUITES OF 85 KEYS TO BE CONVERTED TO 146 HOTEL KEYS. TOTAL HOTELKEYS TO INCREASE FROM 281 TO 342.",HAYMES DAVID A,DIRECT DEVELOPER SERVICES,59 E 11TH ST,2018.0
25,41.87205220000001,-87.63369709999999,**DIRECT DEVELOPER SERVICES** FOUNDATIONS ONLY PERMIT FOR THE NEW CONSTRUCTION OF A HIGH RISE RESIDENTIAL BUILDING. *CONSULATANT REVIEWER: GLOBETROTTERS ENGINEERING,WALSH MARK R,DIRECT DEVELOPER SERVICES,234 W POLK ST,2021.0
26,41.8951748,-87.7362062,DDS 2019 CBC: CAISSONS ONLY (VERTICAL PENETRATION ONLY) PERMIT FOR THE NEW CONSTRUCTION OF A 3 STORY COMMUNITY CENTER WITH GYM (OCC GROUP: A-3 ; CONST TYPE: IIA) CONSULTANT REVIEWER: PRIMERA ENGINEERING (Note: MWBE Report Due Upon COO),DARNSTADT KATHERINE,DIRECT DEVELOPER SERVICES,4411 W CHICAGO AVE,2022.0
27,41.8672991,-87.6228129,"***DIRECT DEVELOPER SERVICES***PARTIAL SUPERSTRUCTURE TO THE UNDERSIDE OF LEVEL 4 FOR PROPOSED 76-STORY RESIDENTIAL TOWER WITH 792 DWELLING UNITS, GROUND FLOOR RETAIL AND 12 LEVELS OF PARKING.",BARGMANN JAY DOUGLAS,DIRECT DEVELOPER SERVICES,1200 S INDIANA AVE,2017.0
28,41.9530805,-87.6494037,***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,734 W SHERIDAN RD,2017.0
29,41.9625943,-87.6504958,***DIRECT DEVELOPER SERVICES*** 813-829 W AGATITE AVE - NEW CONSTRUCTION OF EIGHT (8) THREE (3) STORY TOWNHOMES AS PER PLANS.,PLUNKARD JAMES M,DIRECT DEVELOPER SERVICES,813 W AGATITE AVE,2017.0
30,41.91816970000001,-87.6892999,"***DIRECT DEVELOPER SERVICES*** Erect a 7-story, 88-unit residential mid-rise with at grade parking and 1st Floor Retail",SUBAWALLA CYRUS,DIRECT DEVELOPER SERVICES,2025 N MILWAUKEE AVE,2017.0
31,41.9611522,-87.67556239999999,"**DIRECT DEVELOPER SERVICES*** FOUNDATION ONLY FOR A PROPOSED FIVE (5) STORY 38 DWELLING UNIT, (OF WHICH 4 DWELLING UNITS WILL BE ON-SITE AFFORDABLE UNITS) RESIDENTIAL BUILDING WITH GROUND FLOOR COMMERCIAL (RESTAURANT); AS PER PLANS",GIBSON GREGORY DAVID,DIRECT DEVELOPER SERVICES,4346 N HONORE ST,2017.0
32,41.9136611,-87.68203659999999,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100655685; ADDING ONE BLACK IRON GREASE DUCT IN A SIX STORY 94 DWELLING UNIT BUILDING WITH GROUND FLOOR RETAIL AS PER PLANS,"MILWAUKEE LEAVITT OWNER , LLC",DIRECT DEVELOPER SERVICES,1767 N MILWAUKEE AVE,2017.0
33,41.89178630000001,-87.6035443,"***DIRECT DEVELOPER SERVICES*** FOUNDATION SYSTEMS ONLY FOR PROPOSED 7-STORY,  223 KEY HOTEL AT NAVY PIER.",KOO JAH HEE,DIRECT DEVELOPER SERVICES,900 E GRAND AVE,2017.0
34,41.88296940000001,-87.6511582,"*** DIRECT DEVELOPER SERVICES *** FOUNDATION AND FIRST FLOOR SLAB ONLY FOR PROPOSED 15-STORY WITH PENTHOUSE, 358 UNIT RESIDENTIAL BUILDING WITH ABOVE AND BELOW GRADE PARKING, AND GROUND FLOOR RETAIL SPACE.",KERWIN THOMAS PATRICK,DIRECT DEVELOPER SERVICES,939 W WASHINGTON BLVD,2017.0
35,41.9037494,-87.6692863,***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT 100695536; LEVEL 1 LAYOUT REVISION TO RELOCATE THE RESIDENTIAL LOBBY TO THE WEST FACE OF THE BUILDING.  SIX ADDITIONAL RESIDENTIAL UNITS ADDED TO LEVEL 2. LEVEL 2 ADDITIONAL BUSINESS CENTER AMENITY SPACE AND A SMALLER COMMERCIAL SPACE. AS PER PLANS.,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,1640 W DIVISION ST,2017.0
36,41.9037494,-87.6692863,***DIRECT DEVELOPER SERVICES*** REVISION TO FOUNDATION AND SUPERSTRUCTURE PERMIT NUMBER 100669848; LOW-RISE WALL ABUTTING EAST PROPERTY LINE HAS BEEN REVISED TO PRECAST CONCRETE WALL PANEL; PENTHOUSE AND MEP SCREEN WALL AT BUILDING'S ROOF HAS BEEN REVISED TO TERRA-COTTA COLORED CEMENT PANELS; MECHANICAL SUPPORT SPACES AT LEVEL 2 HAVE BEEN RECONFIGURED; TRASH CHUTE HAS BEEN RELOCATED TOWARD THE NORTH END OF THE CORRIDOR; ALL AS PER PLANS,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,1640 W DIVISION ST,2017.0
37,41.9288658,-87.6718906,"***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR PROPOSED 4-STORY,  43 DWELLING UNIT APARTMENT BUILDING WITH UNDERGROUND PARKING.  FOUNDATION PERMIT # 100700635",HAYMES DAVID A,DIRECT DEVELOPER SERVICES,2611 N HERMITAGE AVE,2018.0
38,41.871932,-87.6264106,"DIRECT DEVELOPER SERVICES: CAISSON FOUNDATION AND GROUND FLOOR SLAB ONLY FOR PROPOSED 5-STORY STUDENT CENTER FOR COLUMBIA COLLEGE. FOUNDATION, GRADE BEAMS AND SLAB ON GRADE.",BROZ DAVID G,DIRECT DEVELOPER SERVICES,754 S WABASH AVE,2018.0
39,41.8834084,-87.637378,"(DIRECT DEVELOPER SERVICES)  FOUNDATION & PARTIAL SUPERSTRUCTURE FOR A FIFTY-FOUR (54) STORY OFFICE BUILDING TO INCLUDE GROUND FLOOR SLAB AND BUILDING CORE TO THE 4TH FLOOR, WITH TWO (2) BASEMENTS TO INCLUDE PARKING ON LOWER LEVEL 1 AND LOWER LEVEL 2 (110 PARKING SPACES), GROUND FLOOR RETAIL AND ASSOCIATED SITE WORK AS PER PLANS.",DOLINAR JOSEPH P,DIRECT DEVELOPER SERVICES,110 N WACKER DR,2018.0
40,41.9404106,-87.64149839999999,"(DIRECT DEVELOPER SERVICES)  FOUNDATION & SUPERSTRUCTURE FOR NEW CONSTRUCTION OF AN EIGHTEEN (18) STORY RESIDENTIAL APARTMENT BUILDING (80 UNITS), PARKING ON LEVELS 1-3 (48 PARKING SPACES) AND ASSOCIATED SITE WORK AS PER PLANS.",ANTUNOVICH JOSEPH M,DIRECT DEVELOPER SERVICES,450 W BELMONT AVE,2018.0
41,41.9242271,-87.69822769999999,**DIRECT DEVELOPER SERVICES**  REVISION TO PERMIT# 100674376 FOR MODIFICATIONS TO LEVEL 2 (REMOVAL OF 1 RESIDENTIAL UNIT AND ENLARGEMENT OF THE AMENITY SPACE) AND LEVEL 6 (REMOVAL OF A 2 BEDROOM UNIT AND REPLACEMENT WITH 2 STUDIO UNITS) AND ASSOCIATED STRUCTURAL AND MEP WORK AS PER PLANS.  (NO CHANGE TO THE NUMBER OF DWELLING UNITS),SCHMITT TIMOTHY J,DIRECT DEVELOPER SERVICES,2340 N CALIFORNIA AVE,2017.0
42,41.8833099,-87.65526170000001,"(DIRECT DEVELOPER SERVICES)  FOUNDATION ONLY FOR NEW CONSTRUCTION OF A FOURTEEN (14) STORY HOTEL (200 ROOMS) WITH NO BASEMENT, 1ST FLOOR RETAIL, 1 LEVEL OF PARKING (22 PARKING SPACES) AND ASSOCIATED SITE WORK AS PER PLANS.",WYLIE MATTHEW J,DIRECT DEVELOPER SERVICES,105 N MAY ST,2018.0
43,41.8827657,-87.6548706,FULL BUILDING PERMIT FOR NINE STORY RESIDENTIAL BUILDING WITH 28 DWELLING UNITS AND 83 PARKING SPACES AS PER PLANS.,BOOTH LAURENCE OGDEN,DIRECT DEVELOPER SERVICES,1109 W WASHINGTON BLVD,2017.0
44,41.8849796,-87.6611185,DIRECT DEVELOPER SERVICES - FULL BUILDING PERMIT FOR A NEW 14-STORY BUILDING WITH 263 APARTMENTS AND 143 PARKING SPACES. FOUNDATIONS AND SUPERSTRUCTURE THROUGH LVL 2 PERMITTED UNDER 100726744.,BRININSTOOL DAVID LEE,DIRECT DEVELOPER SERVICES,180 N ADA ST,2018.0
45,41.8950845,-87.6302453,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 13 STORY 11 DWELLING UNIT RESIDENTIAL BUILDING WITH 11 PARKING SPACES AS PER PLANS. FOUNDATION AND SUPERSTRUCTURE PERMIT ISSUED UNDER PERMIT NUMBER 100700860,PETERS MARK RAYMOND,DIRECT DEVELOPER SERVICES,56 W HURON ST,2018.0
46,41.8874485,-87.61837949999999,"***DIRECT DEVELOPER SERVICES*** FOUNDATION AND SUPERSTRUCTURE FROM LOWER WACKER TO UPPER WACKER TO INCLUDE UNDERSLAB PLUMBING FOR PROPOSED 13-STORY GRADE 8 - 12 SCHOOL.  CAISSON ONLY PERMIT # 100688604, GRADE BEAM PERMIT #100725098",KERWIN THOMAS PATRICK,DIRECT DEVELOPER SERVICES,355 E WACKER DR,2018.0
47,41.9288658,-87.6718906,"***DIRECT DEVELOPER SERVICES*** REVISION TO FOUNDATION PERMIT # 100700635 FOR PROPOSED 4-STORY,  43 DWELLING UNIT APARTMENT BUILDING WITH UNDERGROUND PARKING.",HAYMES DAVID A,DIRECT DEVELOPER SERVICES,2611 N HERMITAGE AVE,2018.0
48,41.89178630000001,-87.6035443,"***DIRECT DEVELOPER SERVICES*** FULL BUILDING PHASE FOR 7-STORY,  223 KEY HOTEL AT NAVY PIER.FOUNDATION PERMIT #100718834",KOO JAH HEE,DIRECT DEVELOPER SERVICES,900 E GRAND AVE,2018.0
49,41.9611522,-87.67556239999999,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED FIVE (5) STORY 38 DWELLING UNIT (OF WHICH FOUR (4) DWELLING UNITS WILL BE ONSITE AFFORDABLE UNITS) RESIDENTIAL BUILDING WITH GROUND FLOOR COMMERCIAL (RESTAURANT) AS PER PLANS,GIBSON GREGORY DAVID,DIRECT DEVELOPER SERVICES,4346 N HONORE ST,2018.0
50,41.9868049,-87.8437271,"DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION OF 8-STORY 148,870 SF OFFICE BUILDING + 173,935 SF ATTACHED PARKING GARAGE. FOUNDATION AND SITE WORK UNDER SEPARATE PERMIT 100725081",WRIGHT STEPHEN T,DIRECT DEVELOPER SERVICES,8647 W HIGGINS RD,2018.0
51,41.8833518,-87.6501491,"***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT # 100683327 FOR PROPOSED 10-STORY, 22 UNIT RESIDENTIAL BUILDING TO CHANGE LEVELS 9 AND 10 FRAMING FROM STEEL TO CONCRETE, REVISE UNDERGROUND PLUMBING, ELECTRICAL ROOMS AND MISC FLOOR LAYOUTS",DEPREE EDMUND AUSTIN,DIRECT DEVELOPER SERVICES,904 W WASHINGTON BLVD,2018.0
52,41.9555931,-87.7940474,"***DIRECT DEVELOPER SERVICES***  PBC/CPS - #05615 - PD 1390 - NEW 1,200-STUDENT CHICAGO PUBLIC SCHOOL FOR GRADES 7 - 9 WITH ASSOCIATED SITE WORK, INCLUDING ATHLETIC FIELD, PRIVATE DRIVE AND STAFF PARKING LOT.  OCCUPANCY C3 - TYPE 1-A - SCHOOL.",SALVIA TRACY SUSANNE,DIRECT DEVELOPER SERVICES,4071 N OAK PARK AVE,2018.0
53,41.8635101,-87.6253433,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION. FOUNDATION ONLY FOR A 10 STORY 24-EFFICIENCY UNITS AND 38-DWELLING UNIT FOR A TOTAL OF 62-RESIDENTIAL UNITS. GROUND FLOOR RETAIL AND 7 REQUIRED ON-SITE PARKING SPACES.,HAYMES DAVID A,DIRECT DEVELOPER SERVICES,1419 S WABASH AVE,2018.0
54,41.864013,-87.62522969999999,*DIRECT DEVELOPER SERVICES* NEW CONSTRUCTION. FOUNDATION ONLY FOR A 15 STORY 199 DWELLING UNIT BUILDING WITH 68-UNITS TO BE EFFICIENCY AND 131-UNITS TO BE DWELLING. RETAIL ON THE GROUND FLOOR AND 88 PARKING SPACES AS PER PLANS.THE BUILDING WILL NOT HAVE A 13TH FLOOR.,HAYMES DAVID A,DIRECT DEVELOPER SERVICES,51 E 14TH ST,2018.0
55,41.9530805,-87.6494037,***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100678630; REVISIONS ARE TO MECHANICAL SYSTEMS (SWITCH FROM FLOOR-MOUNTED VRF UNITS TO CEILING-MOUNTED VRF UNITS IN SOME RESIDENTIAL UNITS); ALL AS PER PLANS,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,734 W SHERIDAN RD,2018.0
56,41.8949946,-87.65370899999999,"*DIRECT DEV SERVICES* FOUNDATIONS ONLY PERMIT FOR A NEW 23 STORY MIXED USE HIGH RISE BUILDING WITH APARTMENTS, PARKING AND GROUND FLOOR RETAIL.",ANTUNOVICH JOSEPH M,DIRECT DEVELOPER SERVICES,730 N MILWAUKEE AVE,2018.0
57,41.927101,-87.7043588,**DIRECT DEV SERVICES** FOUNDATIONS AND PARTIAL SUPERSTRUCTURE FOR THE NEW CONSTRUCTION OF A 5 STORY (BLDG A) MIXED USE PROJECT BLDG SUPERSTRUCTURE TO LVL 2 AND PARTIAL LVL 3 (for Bridge connection),ANTUNOVICH JOSEPH M,DIRECT DEVELOPER SERVICES,2522 N MILWAUKEE AVE,2018.0
58,41.7701442,-87.63606670000001,***DIRECT DEVELOPER SERVICES***  PBC PROJECT #05185 PILES ONLY FOR CONSTRUCTION OF PBC/CPS 3-STORY HIGH SCHOOL ON DEEP FOUNDATIONS,MITCHELL RENAULD D,DIRECT DEVELOPER SERVICES,6835 S NORMAL BLVD,2018.0
59,41.864013,-87.62522969999999,*DIRECT DEVELOPER SERVICES* FULL BUILDING PERMIT.  NEW CONSTRUCTION FOR A 15 STORY BUILDING. NO 13TH FLOOR. 68 EFFICIENCY UNITS. 131 DWELLING UNITS. 88 PARKING SPACES. GROUND FLOOR RETAIL AS PER PLANS.  FOUNDATION PERMIT #100744797,HAYMES DAVID A,DIRECT DEVELOPER SERVICES,51 E 14TH ST,2018.0
60,41.9750257,-87.74607639999999,"***DIRECT DEVELOPER SERVICES *** BUILDING A - 4713 - 4715 W FOSTER AVE - NEW CONSTRUCTION 1-STORY, 4522 SQUARE FOOT 'DRIVE-THRU' TYPE RETAIL BUILDING",THEODORE PETER T,DIRECT DEVELOPER SERVICES,4715 W FOSTER AVE,2018.0
61,41.9739893,-87.74599889999999,"***DIRECT DEVELOPER SERVICES *** BUILDING B - 4701 - 4709 W FOSTER AVE -  BUILDING B  IS A 1-STORY, 18,625 SQUARE FOOT BUILDING FOR OUTLOT SHOPS.",THEODORE PETER T,DIRECT DEVELOPER SERVICES,4701 W FOSTER AVE,2019.0
62,41.9746121,-87.7442877,"***DIRECT DEVELOPER SERVICES *** BUILDING C - 4631 - 4659 W FOSTER AVE - NEW RETAIL DEVELOPMENT - BUILDING C IS A 2-STORY, 123,342 SQUARE FOOT INLINE RETAIL BUILDING WITH PRECAST SYSTEM AND PARKING ON THE ROOF.",THEODORE PETER T,DIRECT DEVELOPER SERVICES,4631 W FOSTER AVE,2018.0
63,41.9555931,-87.7940474,"REVISION TO PERMIT 100741692 - PBC/CPS #05165 - PD 1390 - REVISE STORMWATER DESIGN, ADD ONE EXIT LANE TO PRIVATE DRIVE, AND RELOCATE FOUR ADA PARKING SPACES TO PARKING LOT.  TREES ADDED AND SITE LIGHTING RELOCATED, AS REQUIRED.  OCCUPANCY C3 - TYPE 1A - SCHOOL - DIRECT DEVELOPER SERVICES.",SALVIA TRACY SUSANNE,DIRECT DEVELOPER SERVICES,4071 N OAK PARK AVE,2018.0
64,41.9125089,-87.68755809999999,"DIRECT DEVELOPER SERVICES** ERECT NEW 5 STORY MASONRY BUILDING MIXED USE BUILDING WITH ROOFTOP ACCESS..FIRST FLOOR RETAIL SPACE AND INTERIOR 29 CAR GARAGE AS PER PLANS.. RETAIL ON 1ST FLOOR, 60 RESIDENTIAL UNITS 2ND THRU 5TH FLOOR.",KOKALIAS BILL G.,DIRECT DEVELOPER SERVICES,1700 N WESTERN AVE,2019.0
65,41.8507769,-87.627324,*DIRECT DEV SERVICES* NEW CONSTRUCTION OF A 6-STORY AFFORDABLE HOUSING PROJECT WITH 103 TOTAL DWELLING UNITS INCLUDING GROUND FLOOR RETAIL AND SURFACE PARKING. BUILDING B-3.,AKINDELE ANTHONY,DIRECT DEVELOPER SERVICES,2310 S STATE ST,2019.0
66,41.8860371,-87.64947629999999,***DIRECT DEVELOPER SERVICES*** FOUNDATION AND PARTIAL SUPERSTRUCTURE (UP TO THE TOP OF LEVEL TWO SLAB) FOR A PROPOSED THIRTEEN (13) STORY OFFICE BUILDING WITH 54 PARKING SPACES AND RETAIL/COMMERCIAL ON THE GROUND FLOOR AS PER PLANS,KHANNA KAPIL,DIRECT DEVELOPER SERVICES,215 N PEORIA ST,2019.0
