borough,neighborhood_name,Classification,property_group,year_quarter,deal_volume,avg_price,median_price,# of Deals
Brooklyn,Boerum Hill,Commercial,Mixed-Use,20/Q1,"$1,950,000","$1,950,000","$1,950,000",1
Brooklyn,Boerum Hill,Commercial,Multi-Family Dwelling,20/Q1,"$1,550,000","$1,550,000","$1,550,000",1
Brooklyn,Brighton Beach,Commercial,Other,20/Q1,"$999,500","$999,500","$999,500",1
Brooklyn,Brownsville,Commercial,Multi-Family Dwelling,20/Q1,"$1,678,200","$839,100","$839,100",2
Brooklyn,Brownsville,Commercial,Other,20/Q1,"$1,200,000","$1,200,000","$1,200,000",1
Brooklyn,Bushwick,Commercial,Multi-Family Dwelling,20/Q1,"$3,638,600","$1,819,300","$1,819,300",2
Brooklyn,Carroll Gardens,Commercial,Multi-Family Dwelling,20/Q1,"$4,200,000","$4,200,000","$4,200,000",1
Brooklyn,Clinton Hill,Commercial,Multi-Family Dwelling,20/Q1,"$1,250,000","$1,250,000","$1,250,000",1
Brooklyn,Columbia Waterfront,Commercial,Mixed-Use,20/Q1,"$2,157,250","$2,157,250","$2,157,250",1
Brooklyn,Coney Island,Commercial,Multi-Family Dwelling,20/Q1,"$1,859,601","$929,801","$929,801",2
Brooklyn,Crown Heights,Commercial,Mixed-Use,20/Q1,"$880,000","$880,000","$880,000",1
Brooklyn,Crown Heights,Commercial,Other,20/Q1,"$10,404,000","$5,202,000","$5,202,000",2
Brooklyn,Ditmars Park,Commercial,Mixed-Use,20/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Brooklyn,DUMBO,Commercial,Other,20/Q1,"$61,500,000","$61,500,000","$61,500,000",1
Brooklyn,East New York,Commercial,Mixed-Use,20/Q1,"$1,150,000","$1,150,000","$1,150,000",1
Brooklyn,East New York,Commercial,Other,20/Q1,"$17,000,000","$4,250,000","$4,250,000",4
Brooklyn,East Williamsburg,Commercial,Other,20/Q1,"$85,914,000","$42,957,000","$42,957,000",2
Brooklyn,Gowanus,Commercial,Other,20/Q1,"$1,240,000","$620,000","$620,000",2
Brooklyn,Gravesend,Commercial,Mixed-Use,20/Q1,"$1,400,000","$1,400,000","$1,400,000",1
Brooklyn,Greenwood,Commercial,Land,20/Q1,"$400,000","$400,000","$400,000",1
Brooklyn,Greenwood,Commercial,Other,20/Q1,"$8,000,000","$2,666,667","$2,666,667",3
Brooklyn,Homecrest,Commercial,Mixed-Use,20/Q1,"$1,496,999","$1,496,999","$1,496,999",1
Brooklyn,Kensington,Commercial,Other,20/Q1,"$3,152,995","$3,152,995","$3,152,995",1
Brooklyn,Northeast Flatbush,Commercial,Mixed-Use,20/Q1,"$700,000","$700,000","$700,000",1
Brooklyn,Northeast Flatbush,Commercial,Other,20/Q1,"$999,900","$999,900","$999,900",1
Brooklyn,North Williamsburg,Commercial,Land,20/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Brooklyn,Prospect Lefferts Ga,Commercial,Mixed-Use,20/Q1,"$1,100,000","$1,100,000","$1,100,000",1
Brooklyn,Sheepshead Bay,Commercial,Multi-Family Dwelling,20/Q1,"$1,610,000","$1,610,000","$1,610,000",1
Brooklyn,Sheepshead Bay,Commercial,Office,20/Q1,"$3,200,000","$3,200,000","$3,200,000",1
Brooklyn,South Williamsburg,Commercial,Multi-Family Dwelling,20/Q1,"$4,750,000","$2,375,000","$2,375,000",2
Brooklyn,,Commercial,Land,20/Q1,"$12,245,000","$2,449,000","$490,000",5
Brooklyn,,Commercial,Other,20/Q1,"$6,695,512","$1,339,102","$967,756",5
Manhattan,Chelsea,Commercial,Multi-Family Dwelling,20/Q1,"$7,700,000","$7,700,000","$7,700,000",1
Manhattan,Clinton Hill,Commercial,Other,20/Q1,"$7,250,000","$7,250,000","$7,250,000",1
Manhattan,East Village,Commercial,Other,20/Q1,"$80,000,000","$40,000,000","$40,000,000",2
Manhattan,Fifth Mad,Commercial,Other,20/Q1,"$4,026,692","$4,026,692","$4,026,692",1
Manhattan,Flatiron,Commercial,Office,20/Q1,"$48,500,000","$48,500,000","$48,500,000",1
Manhattan,Flatiron,Commercial,Other,20/Q1,"$26,100,000","$26,100,000","$26,100,000",1
Manhattan,Garment District,Commercial,Other,20/Q1,"$5,500,000","$5,500,000","$5,500,000",1
Manhattan,Grand Central,Commercial,Condo,20/Q1,"$4,000,000","$4,000,000","$4,000,000",1
Manhattan,Inwood,Commercial,Other,20/Q1,"$8,000,000","$8,000,000","$8,000,000",1
Manhattan,Lenox Hill,Commercial,Mixed-Use,20/Q1,"$10,850,000","$5,425,000","$5,425,000",2
Manhattan,Lower East Side,Commercial,Other,20/Q1,"$1,545,375","$1,545,375","$1,545,375",1
Manhattan,NoMad,Commercial,Office,20/Q1,"$3,399,825","$1,699,913","$1,699,913",2
Manhattan,Port Richmond,Commercial,Multi-Family Dwelling,20/Q1,"$14,000,000","$14,000,000","$14,000,000",1
Manhattan,SoHo,Commercial,Other,20/Q1,"$16,500,000","$16,500,000","$16,500,000",1
Manhattan,South Harlem,Commercial,Other,20/Q1,"$2,500,000","$2,500,000","$2,500,000",1
Manhattan,Tribeca,Commercial,Retail,20/Q1,"$8,575,000","$8,575,000","$8,575,000",1
Manhattan,Turtle Bay,Commercial,Other,20/Q1,"$3,800,000","$3,800,000","$3,800,000",1
Manhattan,Two Bridges,Commercial,Multi-Family Dwelling,20/Q1,"$14,000,000","$14,000,000","$14,000,000",1
Queens,Corona,Commercial,Mixed-Use,20/Q1,"$2,065,500","$2,065,500","$2,065,500",1
Queens,Flushing,Commercial,Condo,20/Q1,"$725,000","$725,000","$725,000",1
Queens,Flushing,Commercial,Co-op,20/Q1,"$360,000","$360,000","$360,000",1
Queens,Flushing,Commercial,Other,20/Q1,"$11,500,000","$11,500,000","$11,500,000",1
Queens,Forest Hills,Commercial,Mixed-Use,20/Q1,"$1,350,000","$1,350,000","$1,350,000",1
Queens,Forest Hills,Commercial,Other,20/Q1,"$1,785,000","$1,785,000","$1,785,000",1
Queens,Hammels,Commercial,Other,20/Q1,"$1,000,000","$1,000,000","$1,000,000",1
Queens,Jackson Heights,Commercial,Multi-Family Dwelling,20/Q1,"$800,000","$800,000","$800,000",1
Queens,Kew Gardens,Commercial,Other,20/Q1,"$499,000","$499,000","$499,000",1
Queens,Maspeth,Commercial,Other,20/Q1,"$3,850,000","$3,850,000","$3,850,000",1
Queens,North Corona,Commercial,Land,20/Q1,"$330,000","$330,000","$330,000",1
Queens,Pomonok,Commercial,Multi-Family Dwelling,20/Q1,"$4,800,000","$4,800,000","$4,800,000",1
Queens,Queens Village,Commercial,Other,20/Q1,"$410,000","$410,000","$410,000",1
Queens,Richmond Hill,Commercial,Other,20/Q1,"$17,595,000","$5,865,000","$5,875,000",3
Queens,Ridgewood,Commercial,Multi-Family Dwelling,20/Q1,"$1,000,000","$1,000,000","$1,000,000",1
Queens,South Jamaica,Commercial,Land,20/Q1,"$615,000","$615,000","$615,000",1
Queens,South Jamaica,Commercial,Mixed-Use,20/Q1,"$1,350,000","$1,350,000","$1,350,000",1
Queens,South Jamaica,Commercial,Other,20/Q1,"$615,000","$615,000","$615,000",1
Queens,South Ozone Park,Commercial,Mixed-Use,20/Q1,"$1,360,000","$1,360,000","$1,360,000",1
Queens,St. Albans,Commercial,Land,20/Q1,"$240,000","$240,000","$240,000",1
Queens,Sunnyside,Commercial,Other,20/Q1,"$6,595,000","$6,595,000","$6,595,000",1
Queens,Woodhaven,Commercial,Mixed-Use,20/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Queens,Woodside,Commercial,Other,20/Q1,"$6,500,000","$6,500,000","$6,500,000",1
Queens,,Commercial,Land,20/Q1,"$2,150,000","$716,667","$800,000",3
Staten Island,Graniteville,Commercial,Office,20/Q1,"$350,000","$350,000","$350,000",1
Staten Island,Lighthouse Hill,Commercial,Mixed-Use,20/Q1,"$635,000","$635,000","$635,000",1
Staten Island,Stapleton,Commercial,Mixed-Use,20/Q1,"$595,000","$595,000","$595,000",1
Staten Island,Tompkinsville,Commercial,Mixed-Use,20/Q1,"$800,000","$800,000","$800,000",1
Staten Island,Tompkinsville,Commercial,Other,20/Q1,"$750,000","$750,000","$750,000",1
Staten Island,,Commercial,Land,20/Q1,"$961,000","$480,500","$480,500",2
Bronx,Baychester,Commercial,Other,20/Q2,"$4,025,000","$2,012,500","$2,012,500",2
Bronx,Bedford Park,Commercial,Multi-Family Dwelling,20/Q2,"$3,385,000","$1,692,500","$1,692,500",2
Bronx,Bedford Park,Commercial,Other,20/Q2,"$1,000,000","$1,000,000","$1,000,000",1
Bronx,Belmont,Commercial,Industrial,20/Q2,"$2,050,000","$2,050,000","$2,050,000",1
Bronx,Belmont,Commercial,Mixed-Use,20/Q2,"$895,000","$895,000","$895,000",1
Bronx,Belmont,Commercial,Other,20/Q2,"$1,120,000","$1,120,000","$1,120,000",1
Bronx,Bronxwood,Commercial,Mixed-Use,20/Q2,"$575,000","$575,000","$575,000",1
Bronx,Bronxwood,Commercial,Multi-Family Dwelling,20/Q2,"$4,000,000","$4,000,000","$4,000,000",1
Bronx,Castle Hill,Commercial,Other,20/Q2,"$2,725,000","$908,333","$1,200,000",3
Bronx,City Island,Commercial,Other,20/Q2,"$8,750,000","$8,750,000","$8,750,000",1
Bronx,Claremont,Commercial,Land,20/Q2,"$2,504,906","$2,504,906","$2,504,906",1
Bronx,Claremont,Commercial,Multi-Family Dwelling,20/Q2,"$6,535,200","$3,267,600","$3,267,600",2
Bronx,Claremont,Commercial,Other,20/Q2,"$2,504,906","$2,504,906","$2,504,906",1
Bronx,Concourse,Commercial,Multi-Family Dwelling,20/Q2,"$22,150,000","$7,383,333","$8,500,000",3
Bronx,Concourse,Commercial,Office,20/Q2,"$650,000","$650,000","$650,000",1
Bronx,Concourse,Commercial,Other,20/Q2,"$1,376,221","$688,110","$688,110",2
Bronx,Crotona Park East,Commercial,Other,20/Q2,"$420,000","$420,000","$420,000",1
Bronx,Fordham,Commercial,Mixed-Use,20/Q2,"$600,000","$600,000","$600,000",1
Bronx,Fordham,Commercial,Multi-Family Dwelling,20/Q2,"$3,100,000","$3,100,000","$3,100,000",1
Bronx,Highbridge,Commercial,Land,20/Q2,"$8,700,000","$4,350,000","$4,350,000",2
Bronx,Highbridge,Commercial,Multi-Family Dwelling,20/Q2,"$4,850,000","$2,425,000","$2,425,000",2
Bronx,Hunts Point,Commercial,Co-op,20/Q2,"$20,250,000","$1,012,500","$1,012,500",20
Bronx,Hunts Point,Commercial,Industrial,20/Q2,"$6,300,000","$6,300,000","$6,300,000",1
Bronx,Hunts Point,Commercial,Other,20/Q2,"$216,648,686","$43,329,737","$26,500,000",5
Bronx,Kingsbridge,Commercial,Other,20/Q2,"$3,600,000","$1,200,000","$1,500,000",3
Bronx,Laconia,Commercial,Other,20/Q2,"$800,000","$800,000","$800,000",1
Bronx,Melrose,Commercial,Other,20/Q2,"$7,000,000","$3,500,000","$3,500,000",2
Bronx,Morris Park,Commercial,Other,20/Q2,"$4,200,000","$4,200,000","$4,200,000",1
Bronx,Norwood,Commercial,Multi-Family Dwelling,20/Q2,"$7,450,000","$7,450,000","$7,450,000",1
Bronx,Norwood,Commercial,Other,20/Q2,"$6,400,000","$6,400,000","$6,400,000",1
Bronx,Pelham Gradens,Commercial,Mixed-Use,20/Q2,"$300,000","$300,000","$300,000",1
Bronx,Pelham Gradens,Commercial,Other,20/Q2,"$2,500,000","$2,500,000","$2,500,000",1
Bronx,Riverdale,Commercial,Land,20/Q2,"$705,000","$352,500","$352,500",2
Bronx,Riverdale,Commercial,Other,20/Q2,"$1,075,000","$1,075,000","$1,075,000",1
Bronx,Schuylerville,Commercial,Office,20/Q2,"$8,450,000","$2,112,500","$2,112,500",4
Bronx,Schuylerville,Commercial,Other,20/Q2,"$3,950,000","$1,975,000","$1,975,000",2
Bronx,Soundview,Commercial,Co-op,20/Q2,"$291,667","$291,667","$291,667",1
Bronx,Soundview,Commercial,Multi-Family Dwelling,20/Q2,"$1,509,000","$754,500","$754,500",2
Bronx,Throgs Neck,Commercial,Multi-Family Dwelling,20/Q2,"$1,750,000","$583,333","$700,000",3
Bronx,Throgs Neck,Commercial,Other,20/Q2,"$1,647,000","$1,647,000","$1,647,000",1
Bronx,Tremont,Commercial,Multi-Family Dwelling,20/Q2,"$12,480,000","$12,480,000","$12,480,000",1
Bronx,University Heights,Commercial,Land,20/Q2,"$850,000","$850,000","$850,000",1
Bronx,University Heights,Commercial,Mixed-Use,20/Q2,"$443,500","$443,500","$443,500",1
Bronx,Van Nest,Commercial,Other,20/Q2,"$3,250,987","$812,747","$717,994",4
Bronx,Wakefield,Commercial,Land,20/Q2,"$490,000","$490,000","$490,000",1
Bronx,Wakefield,Commercial,Multi-Family Dwelling,20/Q2,"$3,535,500","$883,875","$887,750",4
Bronx,Wakefield,Commercial,Other,20/Q2,"$2,250,000","$1,125,000","$1,125,000",2
Bronx,Westchester Square,Commercial,Other,20/Q2,"$1,300,000","$1,300,000","$1,300,000",1
Bronx,West Farms,Commercial,Condo,20/Q2,"$5,191,770","$5,191,770","$5,191,770",1
Bronx,West Farms,Commercial,Multi-Family Dwelling,20/Q2,"$5,191,770","$5,191,770","$5,191,770",1
Bronx,Williamsbridge,Commercial,Multi-Family Dwelling,20/Q2,"$2,582,500","$1,291,250","$1,291,250",2
Bronx,Williamsbridge,Commercial,Other,20/Q2,"$870,000","$870,000","$870,000",1
Bronx,Woodstock,Commercial,Multi-Family Dwelling,20/Q2,"$2,021,225","$2,021,225","$2,021,225",1
Bronx,,Commercial,Land,20/Q2,"$13,458,000","$1,121,500","$775,000",12
Bronx,,Commercial,Multi-Family Dwelling,20/Q2,"$3,267,600","$3,267,600","$3,267,600",1
Bronx,,Commercial,Other,20/Q2,"$384,697,372","$48,087,172","$50,449,672",8
Brooklyn,Bath Beach,Commercial,Multi-Family Dwelling,20/Q2,"$1,260,000","$1,260,000","$1,260,000",1
Brooklyn,Bay Ridge,Commercial,Co-op,20/Q2,"$337,500","$337,500","$337,500",1
Brooklyn,Bay Ridge,Commercial,Mixed-Use,20/Q2,"$1,970,000","$1,970,000","$1,970,000",1
Brooklyn,Bay Ridge,Commercial,Multi-Family Dwelling,20/Q2,"$29,775,000","$7,443,750","$5,032,500",4
Brooklyn,Bay Ridge,Commercial,Other,20/Q2,"$10,800,000","$5,400,000","$5,400,000",2
Brooklyn,Bedford-Stuyvesant,Commercial,Land,20/Q2,"$200,000","$200,000","$200,000",1
Brooklyn,Bedford-Stuyvesant,Commercial,Mixed-Use,20/Q2,"$1,485,000","$1,485,000","$1,485,000",1
Brooklyn,Bedford-Stuyvesant,Commercial,Multi-Family Dwelling,20/Q2,"$16,537,798","$2,362,543","$1,887,798",7
Brooklyn,Bedford-Stuyvesant,Commercial,Other,20/Q2,"$4,400,000","$4,400,000","$4,400,000",1
Brooklyn,Bensonhurst,Commercial,Mixed-Use,20/Q2,"$1,300,000","$1,300,000","$1,300,000",1
Brooklyn,Bensonhurst,Commercial,Multi-Family Dwelling,20/Q2,"$2,950,000","$1,475,000","$1,475,000",2
Brooklyn,Bensonhurst,Commercial,Other,20/Q2,"$1,800,000","$1,800,000","$1,800,000",1
Brooklyn,Bergen Beach,Commercial,Other,20/Q2,"$3,526,000","$3,526,000","$3,526,000",1
Brooklyn,Boerum Hill,Commercial,Multi-Family Dwelling,20/Q2,"$5,050,000","$2,525,000","$2,525,000",2
Brooklyn,Borough Park,Commercial,Condo,20/Q2,"$2,848,677","$2,848,677","$2,848,677",1
Brooklyn,Borough Park,Commercial,Mixed-Use,20/Q2,"$2,180,000","$1,090,000","$1,090,000",2
Brooklyn,Borough Park,Commercial,Multi-Family Dwelling,20/Q2,"$2,300,000","$2,300,000","$2,300,000",1
Brooklyn,Borough Park,Commercial,Other,20/Q2,"$3,817,459","$1,272,486","$990,000",3
Brooklyn,Brighton Beach,Commercial,Other,20/Q2,"$3,600,000","$3,600,000","$3,600,000",1
Brooklyn,Brownsville,Commercial,Land,20/Q2,"$170,000","$170,000","$170,000",1
Brooklyn,Brownsville,Commercial,Multi-Family Dwelling,20/Q2,"$5,708,999","$815,571","$925,000",7
Brooklyn,Brownsville,Commercial,Other,20/Q2,"$1,999,999","$1,999,999","$1,999,999",1
Brooklyn,Bushwick,Commercial,Mixed-Use,20/Q2,"$3,533,500","$1,766,750","$1,766,750",2
Brooklyn,Bushwick,Commercial,Multi-Family Dwelling,20/Q2,"$6,148,000","$1,229,600","$985,000",5
Brooklyn,Bushwick,Commercial,Office,20/Q2,"$48,126,032","$24,063,016","$24,063,016",2
Brooklyn,Bushwick,Commercial,Other,20/Q2,"$58,750,000","$58,750,000","$58,750,000",1
Brooklyn,Canarsie,Commercial,Mixed-Use,20/Q2,"$574,000","$574,000","$574,000",1
Brooklyn,Carroll Gardens,Commercial,Multi-Family Dwelling,20/Q2,"$3,500,000","$3,500,000","$3,500,000",1
Brooklyn,Clinton Hill,Commercial,Multi-Family Dwelling,20/Q2,"$7,535,000","$1,883,750","$2,287,500",4
Brooklyn,Cobble Hill,Commercial,Multi-Family Dwelling,20/Q2,"$4,250,000","$4,250,000","$4,250,000",1
Brooklyn,Coney Island,Commercial,Multi-Family Dwelling,20/Q2,"$1,230,000","$1,230,000","$1,230,000",1
Brooklyn,Coney Island,Commercial,Other,20/Q2,"$26,817,500","$5,363,500","$2,032,750",5
Brooklyn,Crown Heights,Commercial,Mixed-Use,20/Q2,"$6,339,000","$1,056,500","$1,066,000",6
Brooklyn,Crown Heights,Commercial,Multi-Family Dwelling,20/Q2,"$7,050,000","$1,762,500","$1,550,000",4
Brooklyn,Crown Heights,Commercial,Other,20/Q2,"$2,535,000","$1,267,500","$1,267,500",2
Brooklyn,Ditmars Park,Commercial,Multi-Family Dwelling,20/Q2,"$8,644,948","$8,644,948","$8,644,948",1
Brooklyn,Downtown Brooklyn,Commercial,Condo,20/Q2,"$6,500,000","$6,500,000","$6,500,000",1
Brooklyn,Downtown Brooklyn,Commercial,Other,20/Q2,"$3,300,000","$3,300,000","$3,300,000",1
Brooklyn,East New York,Commercial,Land,20/Q2,"$235,200","$235,200","$235,200",1
Brooklyn,East New York,Commercial,Multi-Family Dwelling,20/Q2,"$588,000","$588,000","$588,000",1
Brooklyn,East Williamsburg,Commercial,Condo,20/Q2,"$465,000","$465,000","$465,000",1
Brooklyn,East Williamsburg,Commercial,Mixed-Use,20/Q2,"$4,710,000","$2,355,000","$2,355,000",2
Brooklyn,East Williamsburg,Commercial,Multi-Family Dwelling,20/Q2,"$250,000","$250,000","$250,000",1
Brooklyn,East Williamsburg-Bushwick,Commercial,Other,20/Q2,"$5,300,000","$2,650,000","$2,650,000",2
Brooklyn,Flatbush,Commercial,Mixed-Use,20/Q2,"$1,050,000","$1,050,000","$1,050,000",1
Brooklyn,Flatbush,Commercial,Multi-Family Dwelling,20/Q2,"$2,220,000","$2,220,000","$2,220,000",1
Brooklyn,Flatbush,Commercial,Other,20/Q2,"$22,782,474","$7,594,158","$4,100,000",3
Brooklyn,Fort Greene,Commercial,Mixed-Use,20/Q2,"$63,875,000","$31,937,500","$31,937,500",2
Brooklyn,Fort Greene,Commercial,Multi-Family Dwelling,20/Q2,"$2,125,000","$2,125,000","$2,125,000",1
Brooklyn,Fort Greene,Commercial,Other,20/Q2,"$124,000,000","$62,000,000","$62,000,000",2
Brooklyn,Gerritsen Beach,Commercial,Land,20/Q2,"$145,000","$145,000","$145,000",1
Brooklyn,Gerritsen Beach,Commercial,Other,20/Q2,"$2,100,000","$700,000","$775,000",3
Brooklyn,Gowanus,Commercial,Other,20/Q2,"$22,500,000","$22,500,000","$22,500,000",1
Brooklyn,Gravesend,Commercial,Co-op,20/Q2,"$320,000","$320,000","$320,000",1
Brooklyn,Gravesend,Commercial,Mixed-Use,20/Q2,"$6,749,500","$1,349,900","$999,500",5
Brooklyn,Gravesend,Commercial,Other,20/Q2,"$2,369,575","$1,184,788","$1,184,788",2
Brooklyn,Greenpoint,Commercial,Multi-Family Dwelling,20/Q2,"$5,210,000","$1,736,667","$1,300,000",3
Brooklyn,Greenpoint,Commercial,Office,20/Q2,"$4,650,000","$4,650,000","$4,650,000",1
Brooklyn,Greenpoint,Commercial,Other,20/Q2,"$40,160,000","$5,737,143","$4,650,000",7
Brooklyn,Homecrest,Commercial,Mixed-Use,20/Q2,"$2,325,000","$2,325,000","$2,325,000",1
Brooklyn,Kensington,Commercial,Mixed-Use,20/Q2,"$1,300,000","$1,300,000","$1,300,000",1
Brooklyn,Kensington,Commercial,Multi-Family Dwelling,20/Q2,"$9,215,000","$4,607,500","$4,607,500",2
Brooklyn,Kensington,Commercial,Other,20/Q2,"$3,375,000","$1,687,500","$1,687,500",2
Brooklyn,Manhattan Beach,Commercial,Condo,20/Q2,"$1,950,000","$975,000","$975,000",2
Brooklyn,Mapleton,Commercial,Other,20/Q2,"$18,700,000","$6,233,333","$5,850,000",3
Brooklyn,Marine Park,Commercial,Mixed-Use,20/Q2,"$2,846,000","$948,667","$950,000",3
Brooklyn,Marine Park,Commercial,Other,20/Q2,"$9,980,000","$3,326,667","$4,650,000",3
Brooklyn,Midwood,Commercial,Mixed-Use,20/Q2,"$3,250,000","$3,250,000","$3,250,000",1
Brooklyn,Midwood,Commercial,Multi-Family Dwelling,20/Q2,"$8,550,000","$8,550,000","$8,550,000",1
Brooklyn,Northeast Flatbush,Commercial,Multi-Family Dwelling,20/Q2,"$2,594,999","$1,297,500","$1,297,500",2
Brooklyn,Northeast Flatbush,Commercial,Other,20/Q2,"$2,715,000","$905,000","$725,000",3
Brooklyn,North Williamsburg,Commercial,Land,20/Q2,"$3,240,000","$1,620,000","$1,620,000",2
Brooklyn,North Williamsburg,Commercial,Mixed-Use,20/Q2,"$952,981","$952,981","$952,981",1
Brooklyn,North Williamsburg,Commercial,Multi-Family Dwelling,20/Q2,"$9,300,000","$9,300,000","$9,300,000",1
Brooklyn,North Williamsburg,Commercial,Other,20/Q2,"$15,750,000","$15,750,000","$15,750,000",1
Brooklyn,Ocean Parkway,Commercial,Mixed-Use,20/Q2,"$903,000","$903,000","$903,000",1
Brooklyn,Ocean Parkway,Commercial,Other,20/Q2,"$1,480,500","$1,480,500","$1,480,500",1
Brooklyn,Old Mill Basin,Commercial,Other,20/Q2,"$20,025,000","$6,675,000","$6,675,000",3
Brooklyn,Park Slope,Commercial,Mixed-Use,20/Q2,"$3,950,000","$3,950,000","$3,950,000",1
Brooklyn,Park Slope,Commercial,Multi-Family Dwelling,20/Q2,"$10,049,990","$2,512,498","$2,650,000",4
Brooklyn,Park Slope,Commercial,Other,20/Q2,"$4,750,000","$4,750,000","$4,750,000",1
Brooklyn,Prospect Heights,Commercial,Mixed-Use,20/Q2,"$9,557,900","$3,185,967","$2,300,000",3
Brooklyn,Prospect Heights,Commercial,Multi-Family Dwelling,20/Q2,"$1,900,000","$1,900,000","$1,900,000",1
Brooklyn,Prospect Heights,Commercial,Other,20/Q2,"$1,350,000","$1,350,000","$1,350,000",1
Brooklyn,Prospect Lefferts Ga,Commercial,Multi-Family Dwelling,20/Q2,"$4,150,000","$4,150,000","$4,150,000",1
Brooklyn,Prospect Lefferts Ga,Commercial,Other,20/Q2,"$3,468,250","$3,468,250","$3,468,250",1
Brooklyn,Prospect Park South,Commercial,Multi-Family Dwelling,20/Q2,"$29,527,957","$5,905,591","$6,762,887",5
Brooklyn,Prospect Park South,Commercial,Other,20/Q2,"$538,000","$538,000","$538,000",1
Brooklyn,Red Hook,Commercial,Mixed-Use,20/Q2,"$2,750,000","$2,750,000","$2,750,000",1
Brooklyn,Red Hook,Commercial,Other,20/Q2,"$739,494,744","$82,166,083","$92,149,343",9
Brooklyn,Sea Gate,Commercial,Multi-Family Dwelling,20/Q2,"$565,000","$565,000","$565,000",1
Brooklyn,Sheepshead Bay,Commercial,Other,20/Q2,"$2,000,000","$2,000,000","$2,000,000",1
Brooklyn,South Williamsburg,Commercial,Land,20/Q2,"$4,150,000","$4,150,000","$4,150,000",1
Brooklyn,South Williamsburg,Commercial,Mixed-Use,20/Q2,"$6,400,000","$3,200,000","$3,200,000",2
Brooklyn,South Williamsburg,Commercial,Other,20/Q2,"$106,216,054","$35,405,351","$51,190,527",3
Brooklyn,Stuyvesant Heights,Commercial,Mixed-Use,20/Q2,"$875,000","$875,000","$875,000",1
Brooklyn,Stuyvesant Heights,Commercial,Multi-Family Dwelling,20/Q2,"$3,350,000","$1,675,000","$1,675,000",2
Brooklyn,Sunset Park,Commercial,Condo,20/Q2,"$984,671","$984,671","$984,671",1
Brooklyn,Sunset Park,Commercial,Mixed-Use,20/Q2,"$2,000,000","$1,000,000","$1,000,000",2
Brooklyn,Sunset Park,Commercial,Multi-Family Dwelling,20/Q2,"$3,450,000","$1,725,000","$1,725,000",2
Brooklyn,Sunset Park,Commercial,Other,20/Q2,"$2,700,000","$2,700,000","$2,700,000",1
